'sample interval','wrist_ppg'
'0.00390625 sec','mV'
0,1210.915
1,1214.886
2,1218.649
3,1221.929
4,1224.609
5,1226.647
6,1228.064
7,1228.951
8,1229.414
9,1229.581
10,1229.572
11,1229.485
12,1229.356
13,1229.139
14,1228.843
15,1228.597
16,1228.568
17,1228.789
18,1229.147
19,1229.526
20,1229.881
21,1230.156
22,1230.360
23,1230.689
24,1231.448
25,1232.848
26,1234.844
27,1237.136
28,1239.312
29,1241.004
30,1241.962
31,1242.066
32,1241.291
33,1239.720
34,1237.574
35,1235.215
36,1233.069
37,1231.473
38,1230.589
39,1230.368
40,1230.568
41,1230.843
42,1230.939
43,1230.802
44,1230.531
45,1230.256
46,1230.051
47,1229.935
48,1229.893
49,1229.910
50,1229.993
51,1230.085
52,1230.060
53,1229.872
54,1229.597
55,1229.314
56,1228.985
57,1228.493
58,1227.776
59,1226.934
60,1226.105
61,1225.351
62,1224.671
63,1224.125
64,1223.775
65,1223.684
66,1223.875
67,1224.334
68,1224.971
69,1225.655
70,1226.259
71,1226.755
72,1227.143
73,1227.451
74,1227.764
75,1228.109
76,1228.397
77,1228.497
78,1228.397
79,1228.180
80,1227.876
81,1227.376
82,1226.563
83,1225.492
84,1224.375
85,1223.404
86,1222.650
87,1222.096
88,1221.717
89,1221.454
90,1221.196
91,1220.762
92,1220.000
93,1218.916
94,1217.732
95,1216.749
96,1216.207
97,1216.195
98,1216.645
99,1217.395
100,1218.270
101,1219.133
102,1219.862
103,1220.320
104,1220.395
105,1220.075
106,1219.499
107,1218.924
108,1218.603
109,1218.649
110,1219.037
111,1219.687
112,1220.541
113,1221.617
114,1223.025
115,1224.846
116,1227.013
117,1229.276
118,1231.327
119,1232.898
120,1233.852
121,1234.186
122,1233.973
123,1233.377
124,1232.627
125,1231.902
126,1231.239
127,1230.589
128,1229.964
129,1229.506
130,1229.351
131,1229.501
132,1229.839
133,1230.289
134,1230.881
135,1231.643
136,1232.564
137,1233.606
138,1234.648
139,1235.473
140,1235.903
141,1235.898
142,1235.586
143,1235.119
144,1234.573
145,1233.981
146,1233.415
147,1232.952
148,1232.652
149,1232.544
150,1232.623
151,1232.848
152,1233.044
153,1232.998
154,1232.610
155,1231.923
156,1231.035
157,1230.018
158,1228.951
159,1227.897
160,1226.901
161,1226.092
162,1225.655
163,1225.667
164,1226.030
165,1226.501
166,1226.888
167,1227.172
168,1227.513
169,1228.114
170,1229.051
171,1230.268
172,1231.610
173,1232.969
174,1234.340
175,1235.728
176,1237.074
177,1238.241
178,1239.132
179,1239.757
180,1240.162
181,1240.345
182,1240.303
183,1240.053
184,1239.641
185,1239.078
186,1238.270
187,1237.107
188,1235.578
189,1233.769
190,1231.727
191,1229.460
192,1227.038
193,1224.588
194,1222.288
195,1220.312
196,1218.787
197,1217.766
198,1217.270
199,1217.274
200,1217.737
201,1218.570
202,1219.675
203,1220.900
204,1222.075
205,1223.079
206,1223.854
207,1224.388
208,1224.700
209,1224.800
210,1224.684
211,1224.371
212,1223.913
213,1223.342
214,1222.671
215,1221.971
216,1221.283
217,1220.612
218,1219.912
219,1219.224
220,1218.699
221,1218.491
222,1218.599
223,1218.870
224,1219.112
225,1219.224
226,1219.195
227,1219.054
228,1218.866
229,1218.745
230,1218.804
231,1219.083
232,1219.554
233,1220.108
234,1220.591
235,1220.875
236,1220.950
237,1220.825
238,1220.512
239,1220.079
240,1219.650
241,1219.362
242,1219.283
243,1219.379
244,1219.575
245,1219.825
246,1220.137
247,1220.521
248,1220.908
249,1221.191
250,1221.321
251,1221.350
252,1221.433
253,1221.742
254,1222.346
255,1223.179
256,1224.092
257,1224.946
258,1225.617
259,1226.034
260,1226.188
261,1226.063
262,1225.676
263,1225.092
264,1224.405
265,1223.675
266,1222.983
267,1222.421
268,1222.096
269,1222.100
270,1222.446
271,1223.013
272,1223.688
273,1224.375
274,1224.892
275,1224.963
276,1224.363
277,1223.054
278,1221.216
279,1219.133
280,1217.049
281,1215.099
282,1213.386
283,1212.098
284,1211.419
285,1211.460
286,1212.277
287,1213.844
288,1216.045
289,1218.683
290,1221.558
291,1224.521
292,1227.409
293,1230.022
294,1232.169
295,1233.769
296,1234.861
297,1235.527
298,1235.786
299,1235.557
300,1234.748
301,1233.344
302,1231.402
303,1229.055
304,1226.522
305,1224.130
306,1222.196
307,1220.900
308,1220.187
309,1219.833
310,1219.633
311,1219.558
312,1219.770
313,1220.471
314,1221.746
315,1223.534
316,1225.651
317,1227.859
318,1229.943
319,1231.718
320,1233.035
321,1233.798
322,1233.998
323,1233.731
324,1233.169
325,1232.523
326,1231.964
327,1231.539
328,1231.235
329,1231.106
330,1231.227
331,1231.568
332,1231.873
333,1231.768
334,1230.989
335,1229.518
336,1227.605
337,1225.626
338,1223.917
339,1222.704
340,1222.096
341,1222.125
342,1222.746
343,1223.825
344,1225.155
345,1226.551
346,1227.993
347,1229.526
348,1231.131
349,1232.689
350,1234.077
351,1235.111
352,1235.569
353,1235.327
354,1234.461
355,1233.265
356,1232.127
357,1231.318
358,1230.927
359,1230.927
360,1231.302
361,1231.998
362,1232.894
363,1233.894
364,1235.032
365,1236.357
366,1237.778
367,1239.132
368,1240.283
369,1241.133
370,1241.549
371,1241.470
372,1240.962
373,1240.178
374,1239.291
375,1238.382
376,1237.374
377,1236.115
378,1234.565
379,1232.848
380,1231.168
381,1229.760
382,1228.855
383,1228.564
384,1228.864
385,1229.660
386,1230.818
387,1232.119
388,1233.248
389,1233.890
390,1233.869
391,1233.252
392,1232.302
393,1231.431
394,1231.022
395,1231.331
396,1232.389
397,1234.015
398,1235.882
399,1237.611
400,1238.870
401,1239.424
402,1239.220
403,1238.391
404,1237.253
405,1236.161
406,1235.344
407,1234.902
408,1234.894
409,1235.311
410,1236.007
411,1236.765
412,1237.382
413,1237.799
414,1238.111
415,1238.499
416,1239.099
417,1239.903
418,1240.737
419,1241.354
420,1241.633
421,1241.591
422,1241.279
423,1240.728
424,1239.987
425,1239.066
426,1237.974
427,1236.807
428,1235.778
429,1235.065
430,1234.765
431,1234.848
432,1235.219
433,1235.844
434,1236.732
435,1237.865
436,1239.216
437,1240.745
438,1242.404
439,1244.071
440,1245.471
441,1246.330
442,1246.467
443,1245.842
444,1244.475
445,1242.437
446,1239.916
447,1237.274
448,1234.944
449,1233.265
450,1232.360
451,1232.110
452,1232.148
453,1232.002
454,1231.268
455,1229.810
456,1227.805
457,1225.646
458,1223.763
459,1222.496
460,1222.050
461,1222.525
462,1223.917
463,1226.105
464,1228.830
465,1231.698
466,1234.231
467,1236.028
468,1236.890
469,1236.815
470,1235.907
471,1234.323
472,1232.202
473,1229.731
474,1227.109
475,1224.563
476,1222.325
477,1220.587
478,1219.508
479,1219.179
480,1219.583
481,1220.566
482,1221.837
483,1223.004
484,1223.717
485,1223.842
486,1223.529
487,1223.038
488,1222.533
489,1222.058
490,1221.579
491,1221.071
492,1220.516
493,1219.962
494,1219.449
495,1218.995
496,1218.566
497,1218.108
498,1217.603
499,1217.107
500,1216.641
501,1216.199
502,1215.824
503,1215.570
504,1215.420
505,1215.299
506,1215.140
507,1214.928
508,1214.703
509,1214.553
510,1214.482
511,1214.390
512,1214.186
513,1213.865
514,1213.448
515,1213.007
516,1212.648
517,1212.477
518,1212.561
519,1212.907
520,1213.457
521,1214.115
522,1214.765
523,1215.274
524,1215.590
525,1215.749
526,1215.815
527,1215.795
528,1215.674
529,1215.470
530,1215.174
531,1214.753
532,1214.165
533,1213.473
534,1212.861
535,1212.511
536,1212.536
537,1212.944
538,1213.603
539,1214.324
540,1215.032
541,1215.765
542,1216.536
543,1217.249
544,1217.841
545,1218.333
546,1218.737
547,1218.991
548,1219.033
549,1218.904
550,1218.708
551,1218.474
552,1218.149
553,1217.757
554,1217.382
555,1217.037
556,1216.653
557,1216.241
558,1215.990
559,1216.145
560,1216.874
561,1218.149
562,1219.750
563,1221.308
564,1222.471
565,1223.075
566,1223.167
567,1222.875
568,1222.300
569,1221.542
570,1220.796
571,1220.279
572,1220.108
573,1220.241
574,1220.471
575,1220.558
576,1220.408
577,1220.150
578,1220.062
579,1220.341
580,1221.012
581,1221.937
582,1222.938
583,1223.913
584,1224.834
585,1225.601
586,1226.072
587,1226.155
588,1225.867
589,1225.242
590,1224.230
591,1222.854
592,1221.321
593,1219.991
594,1219.133
595,1218.812
596,1218.883
597,1219.124
598,1219.341
599,1219.420
600,1219.308
601,1219.112
602,1219.095
603,1219.524
604,1220.533
605,1222.062
606,1223.871
607,1225.655
608,1227.159
609,1228.330
610,1229.222
611,1229.826
612,1230.014
613,1229.651
614,1228.755
615,1227.538
616,1226.355
617,1225.576
618,1225.505
619,1226.322
620,1228.064
621,1230.618
622,1233.744
623,1237.074
624,1240.174
625,1242.641
626,1244.225
627,1244.883
628,1244.763
629,1244.154
630,1243.354
631,1242.537
632,1241.741
633,1241.016
634,1240.474
635,1240.137
636,1239.895
637,1239.645
638,1239.428
639,1239.374
640,1239.541
641,1239.882
642,1240.299
643,1240.691
644,1240.991
645,1241.187
646,1241.308
647,1241.420
648,1241.574
649,1241.808
650,1242.145
651,1242.575
652,1243.016
653,1243.412
654,1243.712
655,1243.892
656,1244.062
657,1244.429
658,1245.113
659,1246.017
660,1246.884
661,1247.488
662,1247.755
663,1247.734
664,1247.596
665,1247.534
666,1247.688
667,1248.017
668,1248.367
669,1248.567
670,1248.559
671,1248.388
672,1248.205
673,1248.167
674,1248.372
675,1248.780
676,1249.222
677,1249.493
678,1249.434
679,1248.984
680,1248.163
681,1247.080
682,1245.954
683,1245.067
684,1244.642
685,1244.717
686,1245.146
687,1245.709
688,1246.204
689,1246.475
690,1246.425
691,1246.046
692,1245.404
693,1244.633
694,1243.896
695,1243.321
696,1242.962
697,1242.783
698,1242.683
699,1242.529
700,1242.195
701,1241.549
702,1240.508
703,1239.091
704,1237.445
705,1235.778
706,1234.319
707,1233.244
708,1232.619
709,1232.352
710,1232.277
711,1232.273
712,1232.285
713,1232.235
714,1232.035
715,1231.689
716,1231.289
717,1230.885
718,1230.522
719,1230.260
720,1230.089
721,1229.951
722,1229.785
723,1229.560
724,1229.330
725,1229.247
726,1229.406
727,1229.793
728,1230.356
729,1230.972
730,1231.464
731,1231.693
732,1231.639
733,1231.368
734,1230.981
735,1230.522
736,1229.935
737,1229.151
738,1228.272
739,1227.522
740,1227.072
741,1226.909
742,1226.897
743,1226.926
744,1227.001
745,1227.184
746,1227.468
747,1227.818
748,1228.180
749,1228.493
750,1228.639
751,1228.493
752,1228.039
753,1227.359
754,1226.530
755,1225.584
756,1224.567
757,1223.571
758,1222.683
759,1221.987
760,1221.575
761,1221.487
762,1221.667
763,1222.033
764,1222.517
765,1223.092
766,1223.671
767,1224.138
768,1224.375
769,1224.392
770,1224.305
771,1224.196
772,1224.080
773,1223.963
774,1223.850
775,1223.734
776,1223.625
777,1223.521
778,1223.392
779,1223.204
780,1222.950
781,1222.625
782,1222.246
783,1221.787
784,1221.221
785,1220.571
786,1219.895
787,1219.258
788,1218.733
789,1218.420
790,1218.420
791,1218.808
792,1219.583
793,1220.683
794,1221.954
795,1223.171
796,1224.113
797,1224.646
798,1224.734
799,1224.413
800,1223.767
801,1222.917
802,1221.987
803,1221.125
804,1220.500
805,1220.229
806,1220.320
807,1220.683
808,1221.112
809,1221.367
810,1221.358
811,1221.171
812,1220.912
813,1220.641
814,1220.370
815,1220.108
816,1219.825
817,1219.545
818,1219.354
819,1219.287
820,1219.287
821,1219.220
822,1218.987
823,1218.558
824,1217.958
825,1217.228
826,1216.411
827,1215.536
828,1214.619
829,1213.707
830,1212.823
831,1211.973
832,1211.227
833,1210.777
834,1210.848
835,1211.565
836,1212.932
837,1214.807
838,1216.924
839,1218.966
840,1220.725
841,1222.196
842,1223.513
843,1224.730
844,1225.763
845,1226.513
846,1226.938
847,1227.080
848,1227.038
849,1226.980
850,1227.076
851,1227.459
852,1228.122
853,1228.976
854,1229.901
855,1230.781
856,1231.506
857,1231.993
858,1232.173
859,1232.010
860,1231.560
861,1230.943
862,1230.277
863,1229.664
864,1229.172
865,1228.822
866,1228.568
867,1228.384
868,1228.239
869,1228.118
870,1227.993
871,1227.851
872,1227.697
873,1227.572
874,1227.468
875,1227.330
876,1227.130
877,1226.893
878,1226.651
879,1226.397
880,1226.105
881,1225.763
882,1225.434
883,1225.246
884,1225.321
885,1225.688
886,1226.305
887,1227.059
888,1227.830
889,1228.539
890,1229.114
891,1229.539
892,1229.843
893,1230.085
894,1230.306
895,1230.560
896,1230.897
897,1231.364
898,1231.956
899,1232.623
900,1233.294
901,1233.894
902,1234.394
903,1234.740
904,1234.815
905,1234.556
906,1234.044
907,1233.431
908,1232.831
909,1232.314
910,1231.918
911,1231.673
912,1231.610
913,1231.743
914,1232.056
915,1232.464
916,1232.906
917,1233.394
918,1233.936
919,1234.565
920,1235.369
921,1236.415
922,1237.603
923,1238.691
924,1239.449
925,1239.762
926,1239.678
927,1239.341
928,1238.832
929,1238.140
930,1237.207
931,1236.061
932,1234.840
933,1233.748
934,1232.881
935,1232.239
936,1231.827
937,1231.685
938,1231.823
939,1232.164
940,1232.539
941,1232.764
942,1232.735
943,1232.514
944,1232.206
945,1231.843
946,1231.418
947,1230.964
948,1230.535
949,1230.076
950,1229.451
951,1228.610
952,1227.701
953,1226.959
954,1226.505
955,1226.347
956,1226.459
957,1226.855
958,1227.559
959,1228.564
960,1229.710
961,1230.685
962,1231.110
963,1230.747
964,1229.610
965,1227.976
966,1226.259
967,1224.805
968,1223.775
969,1223.167
970,1222.896
971,1222.867
972,1222.954
973,1223.050
974,1223.138
975,1223.279
976,1223.600
977,1224.213
978,1225.201
979,1226.530
980,1228.076
981,1229.626
982,1231.006
983,1232.069
984,1232.723
985,1232.965
986,1232.831
987,1232.335
988,1231.502
989,1230.389
990,1229.105
991,1227.847
992,1226.901
993,1226.538
994,1226.901
995,1227.930
996,1229.356
997,1230.789
998,1231.843
999,1232.264
1000,1232.031
1001,1231.360
1002,1230.647
1003,1230.285
1004,1230.472
1005,1231.143
1006,1232.023
1007,1232.727
1008,1232.881
1009,1232.277
1010,1230.922
1011,1229.026
1012,1226.876
1013,1224.738
1014,1222.792
1015,1221.116
1016,1219.641
1017,1218.228
1018,1216.770
