'sample interval','wrist_ppg'
'0.00390625 sec','mV'
0,1350.186
1,1362.629
2,1374.348
3,1375.839
4,1395.612
5,1402.218
6,1408.056
7,1419.775
8,1411.721
9,1416.110
10,1407.331
11,1453.482
12,1435.158
13,1445.428
14,1458.596
15,1450.542
16,1495.244
17,1474.704
18,1518.682
19,1498.185
20,1513.568
21,1504.747
22,1556.055
23,1521.622
24,1569.947
25,1539.179
26,1583.882
27,1555.330
28,1602.930
29,1570.714
30,1575.828
31,1602.930
32,1627.092
33,1588.995
34,1613.925
35,1627.859
36,1594.152
37,1619.038
38,1618.314
39,1602.930
40,1614.649
41,1630.033
42,1615.373
43,1590.487
44,1617.589
45,1575.828
46,1581.666
47,1589.762
48,1576.552
49,1561.168
50,1573.612
51,1543.569
52,1530.401
53,1536.282
54,1557.503
55,1515.017
56,1533.341
57,1518.682
58,1513.568
59,1483.525
60,1492.304
61,1505.514
62,1478.369
63,1489.364
64,1471.082
65,1506.963
66,1471.806
67,1465.926
68,1500.358
69,1479.136
70,1481.309
71,1497.418
72,1485.699
73,1477.645
74,1452.034
75,1453.482
76,1485.699
77,1487.915
78,1470.315
79,1467.417
80,1449.093
81,1482.801
82,1490.131
83,1476.920
84,1460.812
85,1449.818
86,1452.034
87,1493.753
88,1463.752
89,1475.471
90,1478.369
91,1494.520
92,1490.855
93,1451.266
94,1473.255
95,1489.364
96,1450.542
97,1481.309
98,1465.201
99,1471.806
100,1458.596
101,1435.158
102,1430.045
103,1445.428
104,1460.088
105,1460.812
106,1456.423
107,1439.548
108,1446.153
109,1437.374
110,1416.110
111,1457.872
112,1440.272
113,1428.553
114,1422.715
115,1422.715
116,1424.164
117,1426.380
118,1438.099
119,1441.039
120,1460.088
121,1477.645
122,1464.477
123,1475.471
124,1471.806
125,1510.628
126,1476.196
127,1488.639
128,1474.704
129,1484.974
130,1516.466
131,1509.136
132,1489.364
133,1504.023
134,1479.861
135,1473.980
136,1490.131
137,1493.028
138,1473.980
139,1512.801
140,1473.980
141,1498.909
142,1490.855
143,1479.861
144,1460.812
145,1484.974
146,1493.753
147,1451.266
148,1457.147
149,1484.250
150,1470.315
151,1462.261
152,1424.888
153,1423.439
154,1409.505
155,1414.661
156,1410.272
157,1356.791
158,1380.229
159,1319.418
160,1331.862
161,1305.484
162,1277.657
163,1253.494
164,1213.906
165,1178.025
166,1167.030
167,1141.377
168,1112.101
169,1046.901
170,1068.123
171,1030.026
172,1027.853
173,1008.080
174,993.420
175,994.145
176,989.756
177,965.551
178,992.653
179,986.091
180,997.085
181,1036.631
182,1028.577
183,1059.344
184,1082.782
185,1071.788
186,1120.155
187,1168.479
188,1195.624
189,1185.354
190,1241.775
191,1299.645
192,1330.413
193,1367.785
194,1376.564
195,1392.672
196,1462.985
197,1481.309
198,1491.579
199,1538.455
200,1561.893
201,1579.492
202,1603.655
203,1629.308
204,1649.081
205,1661.525
206,1668.130
207,1698.173
208,1703.286
209,1703.286
210,1707.676
211,1701.838
212,1696.724
213,1688.627
214,1665.189
215,1640.303
216,1636.638
217,1632.973
218,1571.438
219,1575.103
220,1545.060
221,1553.839
222,1532.617
223,1518.682
224,1493.753
225,1476.920
226,1428.553
227,1414.661
228,1427.104
229,1378.737
230,1393.397
231,1360.456
232,1385.342
233,1342.132
234,1375.072
235,1332.586
236,1364.845
237,1336.251
238,1354.575
239,1323.808
240,1356.791
241,1327.472
242,1353.126
243,1315.754
244,1343.581
245,1321.592
246,1323.808
247,1321.592
248,1298.921
249,1337.742
250,1330.413
251,1287.927
252,1329.688
253,1309.873
254,1282.046
255,1319.418
256,1279.105
257,1316.478
258,1284.262
259,1270.327
260,1315.754
261,1302.543
262,1321.592
263,1301.094
264,1295.981
265,1329.688
266,1347.970
267,1361.905
268,1366.294
269,1348.737
270,1371.408
271,1352.402
272,1364.845
273,1384.618
274,1371.408
275,1410.272
276,1422.715
277,1432.218
278,1428.553
279,1434.434
280,1433.709
281,1432.218
282,1439.548
283,1410.272
284,1399.277
285,1405.115
286,1441.764
287,1441.039
288,1432.985
289,1416.834
290,1417.601
291,1397.061
292,1397.786
293,1403.667
294,1410.272
295,1427.104
296,1428.553
297,1429.320
298,1424.888
299,1388.283
300,1402.218
301,1372.899
302,1376.564
303,1380.953
304,1402.942
305,1405.840
306,1386.067
307,1367.018
308,1370.683
309,1400.002
310,1390.456
311,1399.277
312,1393.397
313,1367.018
314,1363.354
315,1400.002
316,1406.607
317,1400.002
318,1375.839
319,1408.056
320,1428.553
321,1399.277
322,1430.045
323,1448.369
324,1453.482
325,1433.709
326,1431.494
327,1467.417
328,1475.471
329,1470.315
330,1453.482
331,1449.093
332,1418.326
333,1435.158
334,1435.158
335,1428.553
336,1420.499
337,1410.272
338,1394.121
339,1353.126
340,1361.905
341,1376.564
342,1372.175
343,1379.504
344,1350.186
345,1329.688
346,1342.856
347,1344.305
348,1353.126
349,1367.785
350,1362.629
351,1311.364
352,1343.581
353,1303.310
354,1328.921
355,1314.305
356,1276.932
357,1287.927
358,1308.424
359,1301.094
360,1261.548
361,1258.608
362,1279.872
363,1268.878
364,1281.321
365,1319.418
366,1334.078
367,1356.024
368,1369.959
369,1398.553
370,1425.655
371,1411.721
372,1443.937
373,1460.088
374,1502.574
375,1501.849
376,1520.898
377,1544.336
378,1543.569
379,1566.282
380,1583.157
381,1567.773
382,1554.563
383,1561.893
384,1558.995
385,1565.558
386,1506.963
387,1528.185
388,1474.704
389,1467.417
390,1468.142
391,1428.553
392,1451.266
393,1400.726
394,1404.391
395,1389.007
396,1379.504
397,1361.180
398,1327.472
399,1295.981
400,1313.538
401,1299.645
402,1251.278
403,1226.392
404,1246.889
405,1195.624
406,1225.625
407,1211.008
408,1197.073
409,1182.414
410,1161.917
411,1134.814
412,1125.268
413,1124.544
414,1129.658
415,1116.490
416,1103.280
417,1097.441
418,1102.555
419,1112.825
420,1117.214
421,1118.663
422,1122.328
423,1128.933
424,1130.382
425,1134.047
426,1134.047
427,1127.484
428,1134.814
429,1138.479
430,1148.706
431,1150.198
432,1139.928
433,1139.203
434,1180.965
435,1178.025
436,1177.300
437,1223.451
438,1213.181
439,1261.548
440,1246.165
441,1306.975
442,1315.754
443,1344.305
444,1347.245
445,1418.326
446,1432.218
447,1435.158
448,1491.579
449,1499.634
450,1550.898
451,1577.276
452,1611.709
453,1621.979
454,1623.428
455,1621.254
456,1675.459
457,1663.016
458,1663.740
459,1649.806
460,1648.357
461,1671.795
462,1684.238
463,1665.914
464,1663.016
465,1643.968
466,1654.962
467,1638.087
468,1597.049
469,1591.936
470,1581.666
471,1577.276
472,1588.995
473,1567.773
474,1526.012
475,1523.796
476,1550.898
477,1499.634
478,1529.676
479,1487.915
480,1489.364
481,1498.909
482,1464.477
483,1477.645
484,1476.920
485,1441.039
486,1433.709
487,1468.866
488,1431.494
489,1426.380
490,1446.877
491,1449.818
492,1424.888
493,1409.505
494,1407.331
495,1409.505
496,1426.380
497,1424.164
498,1422.715
499,1426.380
500,1430.045
501,1462.985
502,1421.991
503,1457.872
504,1469.591
505,1459.321
506,1447.602
507,1441.039
508,1442.488
509,1455.698
510,1476.196
511,1443.937
512,1473.980
513,1445.428
514,1478.369
515,1476.196
516,1486.466
517,1447.602
518,1465.201
519,1468.142
520,1449.093
521,1483.525
522,1441.039
523,1475.471
524,1435.883
525,1476.196
526,1447.602
527,1431.494
528,1461.536
529,1452.034
530,1441.039
531,1439.548
532,1429.320
533,1416.110
534,1436.650
535,1424.888
536,1408.780
537,1440.272
538,1441.764
539,1410.272
540,1458.596
541,1424.164
542,1452.758
543,1438.823
544,1430.769
545,1465.201
546,1436.650
547,1429.320
548,1465.926
549,1429.320
550,1471.082
551,1434.434
552,1448.369
553,1469.591
554,1430.769
555,1465.926
556,1417.601
557,1454.207
558,1419.050
559,1391.223
560,1373.624
561,1362.629
562,1360.456
563,1343.581
564,1289.375
565,1251.278
566,1260.824
567,1222.727
568,1182.414
569,1166.306
570,1136.987
571,1098.166
572,1069.614
573,1091.561
574,1061.518
575,1068.847
576,1070.339
577,1043.236
578,1092.328
579,1105.496
580,1087.896
581,1106.944
582,1144.317
583,1200.738
584,1218.295
585,1246.165
586,1241.008
587,1308.424
588,1297.430
589,1342.856
590,1334.802
591,1357.515
592,1372.899
593,1393.397
594,1407.331
595,1421.266
596,1471.806
597,1475.471
598,1456.423
599,1484.974
600,1498.909
601,1474.704
602,1508.412
603,1481.309
604,1503.298
605,1479.136
606,1521.622
607,1506.963
608,1479.861
609,1476.920
610,1514.293
611,1496.693
612,1487.915
613,1502.574
614,1472.531
615,1481.309
616,1457.147
617,1471.082
618,1446.153
619,1468.866
620,1465.926
621,1434.434
622,1419.050
623,1403.667
624,1397.061
625,1374.348
626,1358.964
627,1345.072
628,1350.910
629,1368.510
630,1316.478
631,1350.910
632,1315.029
633,1350.910
634,1317.970
