'sample interval','wrist_ppg'
'0.00390625 sec','mV'
0,1631.497
1,1652.750
2,1663.731
3,1633.686
4,1643.218
5,1659.352
6,1662.990
7,1664.472
8,1682.795
9,1697.447
10,1690.845
11,1653.491
12,1657.870
13,1657.870
14,1659.352
15,1652.009
16,1657.870
17,1647.631
18,1635.909
19,1601.452
20,1573.631
21,1561.169
22,1553.859
23,1569.960
24,1550.929
25,1542.138
26,1536.277
27,1519.403
28,1534.054
29,1510.612
30,1549.447
31,1540.656
32,1552.377
33,1591.213
34,1610.243
35,1653.491
36,1726.009
37,1736.989
38,1813.919
39,1823.452
40,1891.591
41,1939.183
42,1980.949
43,2023.456
44,2057.138
45,2084.994
46,2140.670
47,2145.049
48,2139.188
49,2142.860
50,2150.910
51,2139.929
52,2117.935
53,2071.790
54,2043.969
55,1972.158
56,1938.476
57,1879.869
58,1819.039
59,1749.452
60,1699.636
61,1588.283
62,1559.720
63,1456.417
64,1391.208
65,1339.944
66,1261.532
67,1194.875
68,1145.059
69,1086.452
70,1009.522
71,978.770
72,931.144
73,893.790
74,856.403
75,819.790
76,789.005
77,739.930
78,745.791
79,701.094
80,737.000
81,717.228
82,714.298
83,695.975
84,747.980
85,719.417
86,773.612
87,758.960
88,778.024
89,834.442
90,857.144
91,879.105
92,909.149
93,915.010
94,916.492
95,961.895
96,993.422
97,1012.452
98,1046.168
99,1104.034
100,1115.015
101,1125.288
102,1185.343
103,1189.014
104,1212.457
105,1274.735
106,1278.373
107,1286.457
108,1309.900
109,1350.924
110,1337.721
111,1353.114
112,1386.830
113,1421.994
114,1412.462
115,1413.203
116,1404.412
117,1434.423
118,1418.322
119,1455.676
120,1425.631
121,1431.492
122,1435.164
123,1452.005
124,1434.423
125,1416.133
126,1462.278
127,1424.183
128,1461.537
129,1438.835
130,1464.467
131,1473.258
132,1468.879
133,1504.044
134,1482.790
135,1482.790
136,1490.099
137,1500.372
138,1516.472
139,1520.144
140,1479.119
141,1494.511
142,1471.069
143,1468.879
144,1500.372
145,1475.447
146,1463.019
147,1465.208
148,1485.720
149,1472.517
150,1454.228
151,1455.676
152,1466.656
153,1445.437
154,1487.910
155,1493.770
156,1468.138
157,1491.581
158,1525.263
159,1519.403
160,1547.258
161,1567.029
162,1596.333
163,1646.149
164,1689.363
165,1709.875
166,1723.820
167,1740.661
168,1777.307
169,1810.248
170,1824.900
171,1852.755
172,1862.287
173,1871.785
174,1905.501
175,1878.387
176,1877.646
177,1868.148
178,1868.855
179,1876.939
180,1851.273
181,1837.362
182,1805.869
183,1783.168
184,1746.521
185,1750.900
186,1697.447
187,1702.566
188,1663.731
189,1621.965
190,1576.561
191,1550.929
192,1539.208
193,1490.099
194,1477.670
195,1472.517
196,1419.063
197,1418.322
198,1375.108
199,1333.342
200,1303.298
201,1312.830
202,1284.234
203,1208.786
204,1186.084
205,1129.666
206,1120.134
207,1080.591
208,1016.865
209,967.756
210,895.238
211,887.188
212,836.631
213,767.751
214,752.392
215,687.184
216,669.602
217,628.577
218,572.159
219,554.577
220,483.508
221,498.900
222,468.856
223,410.249
224,379.497
225,392.667
226,388.288
227,372.154
228,367.035
229,361.174
230,361.174
231,358.244
232,370.706
233,386.065
234,373.636
235,424.160
236,435.174
237,471.079
238,529.686
239,538.477
240,597.084
241,685.702
242,734.810
243,802.916
244,883.517
245,927.472
246,1018.313
247,1085.711
248,1140.647
249,1182.413
250,1272.512
251,1340.651
252,1394.139
253,1435.905
254,1455.676
255,1530.417
256,1519.403
257,1577.302
258,1550.188
259,1578.010
260,1569.219
261,1563.358
262,1574.372
263,1531.865
264,1490.840
265,1498.890
266,1449.074
267,1425.631
268,1382.417
269,1333.342
270,1274.735
271,1213.905
272,1165.571
273,1141.388
274,1090.831
275,1055.667
276,983.890
277,987.561
278,945.795
279,926.731
280,902.581
281,889.378
282,887.188
283,861.523
284,890.860
285,888.637
286,907.701
287,897.428
288,964.118
289,979.477
290,1024.915
291,1057.149
292,1084.970
293,1095.243
294,1179.482
295,1207.337
296,1265.203
297,1307.677
298,1348.735
299,1374.367
300,1400.740
301,1422.701
302,1493.029
303,1514.283
304,1522.333
305,1575.079
306,1602.193
307,1609.536
308,1632.979
309,1661.541
310,1671.073
311,1684.243
312,1708.427
313,1741.402
314,1705.497
315,1715.029
316,1725.268
317,1713.547
318,1678.382
319,1646.890
320,1630.049
321,1605.865
322,1596.333
323,1563.358
324,1555.308
325,1500.372
326,1507.681
327,1455.676
328,1420.512
329,1410.272
330,1391.949
331,1368.506
332,1355.303
333,1298.885
334,1282.044
335,1287.164
336,1295.248
337,1242.502
338,1264.462
339,1235.159
340,1268.134
341,1259.343
342,1252.741
343,1279.855
344,1249.070
345,1259.343
346,1306.228
347,1273.253
348,1294.507
349,1311.348
350,1320.880
351,1336.273
352,1361.905
353,1369.248
354,1350.183
355,1357.526
356,1394.880
357,1425.631
358,1408.049
359,1410.272
360,1450.556
361,1432.233
362,1444.696
363,1481.308
364,1453.487
365,1503.303
366,1482.790
367,1512.094
368,1522.333
369,1512.094
370,1533.347
371,1542.845
372,1521.626
373,1553.859
374,1565.581
375,1547.999
376,1547.999
377,1551.636
378,1557.497
379,1571.442
380,1567.029
381,1568.511
382,1556.049
383,1549.447
384,1556.790
385,1551.636
386,1553.118
387,1547.258
388,1496.701
389,1513.542
390,1460.796
391,1444.696
392,1444.696
393,1416.840
394,1349.442
395,1341.392
396,1333.342
397,1278.373
398,1238.089
399,1233.710
400,1218.318
401,1172.880
402,1147.248
403,1167.761
404,1158.970
405,1147.989
406,1135.527
407,1143.577
408,1149.438
409,1155.298
410,1168.502
411,1161.900
412,1233.710
413,1231.487
414,1257.153
415,1315.760
416,1385.348
417,1425.631
418,1435.164
419,1479.119
420,1558.238
421,1564.840
422,1608.054
423,1646.890
424,1695.965
425,1717.959
426,1734.800
427,1790.477
428,1777.307
429,1790.477
430,1801.457
431,1780.945
432,1758.243
433,1778.755
434,1758.243
435,1730.388
436,1705.497
437,1638.099
438,1616.845
439,1578.751
440,1577.302
441,1508.422
442,1460.088
443,1430.785
444,1386.830
445,1358.974
446,1341.392
447,1293.025
448,1253.482
449,1263.721
450,1226.368
451,1189.755
452,1167.020
453,1147.248
454,1139.198
455,1157.521
456,1147.248
457,1134.786
458,1142.870
459,1144.318
460,1145.800
461,1149.438
462,1137.009
463,1137.009
464,1133.338
465,1189.755
466,1187.532
467,1180.223
468,1223.437
469,1230.780
470,1273.994
471,1260.791
472,1299.626
473,1309.159
474,1320.880
475,1343.582
476,1391.949
