'Elapsed time','wrist_ppg'
'hh:mm:ss.mmm','mV'
'0:00.000',1305.488
'0:00.004',1325.990
'0:00.008',1309.878
'0:00.012',1295.982
'0:00.016',1342.870
'0:00.020',1312.095
'0:00.023',1328.207
'0:00.027',1346.536
'0:00.031',1369.213
'0:00.035',1399.263
'0:00.039',1439.544
'0:00.043',1457.873
'0:00.047',1466.654
'0:00.051',1479.868
'0:00.055',1504.761
'0:00.059',1550.925
'0:00.063',1521.598
'0:00.066',1545.809
'0:00.070',1558.256
'0:00.074',1578.034
'0:00.078',1550.925
'0:00.082',1573.644
'0:00.086',1589.032
'0:00.090',1575.818
'0:00.094',1564.820
'0:00.098',1589.032
'0:00.102',1572.877
'0:00.105',1556.764
'0:00.109',1583.874
'0:00.113',1589.032
'0:00.117',1577.310
'0:00.121',1564.820
'0:00.125',1560.430
'0:00.129',1572.877
'0:00.133',1536.261
'0:00.137',1562.647
'0:00.141',1539.927
'0:00.145',1560.430
'0:00.148',1556.040
'0:00.152',1553.098
'0:00.156',1559.705
'0:00.160',1590.481
'0:00.164',1601.478
'0:00.168',1594.871
'0:00.172',1620.532
'0:00.176',1595.596
'0:00.180',1625.647
'0:00.184',1630.762
'0:00.188',1635.152
'0:00.191',1649.815
'0:00.195',1643.208
'0:00.199',1632.254
'0:00.203',1638.818
'0:00.207',1654.930
'0:00.211',1689.372
'0:00.215',1686.431
'0:00.219',1712.091
'0:00.223',1725.262
'0:00.227',1745.808
'0:00.230',1764.094
'0:00.234',1743.591
'0:00.238',1781.698
'0:00.242',1786.089
'0:00.246',1821.255
'0:00.250',1832.252
'0:00.254',1882.039
'0:00.258',1892.311
'0:00.262',1895.977
'0:00.266',1946.531
'0:00.270',1963.368
'0:00.273',2004.416
'0:00.277',2016.863
'0:00.281',2024.919
'0:00.285',2073.256
'0:00.289',2098.192
'0:00.293',2093.034
'0:00.297',2136.981
'0:00.301',2132.591
'0:00.305',2161.917
'0:00.309',2176.580
'0:00.313',2182.420
'0:00.316',2187.535
'0:00.320',2192.692
'0:00.324',2191.925
'0:00.328',2205.864
'0:00.332',2208.805
'0:00.336',2186.810
'0:00.340',2206.588
'0:00.344',2205.139
'0:00.348',2198.532
'0:00.352',2192.692
'0:00.355',2190.476
'0:00.359',2165.583
'0:00.363',2181.695
'0:00.367',2158.251
'0:00.371',2164.091
'0:00.375',2162.641
'0:00.379',2161.192
'0:00.383',2144.312
'0:00.387',2122.360
'0:00.391',2093.034
'0:00.395',2100.366
'0:00.398',2082.804
'0:00.402',2057.868
'0:00.406',2019.804
'0:00.410',1999.983
'0:00.414',1973.640
'0:00.418',1963.368
'0:00.422',1911.365
'0:00.426',1864.477
'0:00.430',1828.586
'0:00.434',1794.870
'0:00.438',1726.754
'0:00.441',1671.810
'0:00.445',1648.366
'0:00.449',1565.588
'0:00.453',1535.537
'0:00.457',1446.876
'0:00.461',1374.370
'0:00.465',1301.097
'0:00.469',1224.158
'0:00.473',1195.599
'0:00.477',1081.321
'0:00.480',1048.371
'0:00.484',956.769
'0:00.488',887.162
'0:00.492',809.541
'0:00.496',757.496
'0:00.500',668.153
'0:00.504',619.773
'0:00.508',547.267
'0:00.512',453.491
'0:00.516',446.160
'0:00.520',368.496
'0:00.523',309.162
'0:00.527',286.443
'0:00.531',258.608
'0:00.535',230.774
'0:00.539',206.605
'0:00.543',183.161
'0:00.547',153.110
'0:00.551',180.220
'0:00.555',142.838
'0:00.559',190.493
'0:00.563',195.608
'0:00.566',220.501
'0:00.570',227.833
'0:00.574',269.606
'0:00.578',252.001
'0:00.582',285.718
'0:00.586',325.274
'0:00.590',373.611
'0:00.594',422.716
'0:00.598',479.834
'0:00.602',527.489
'0:00.605',562.655
'0:00.609',591.214
'0:00.613',613.209
'0:00.617',665.212
'0:00.621',741.383
'0:00.625',754.597
'0:00.629',821.988
'0:00.633',855.662
'0:00.637',896.710
'0:00.641',927.486
'0:00.645',927.486
'0:00.648',997.818
'0:00.652',992.660
'0:00.656',1038.099
'0:00.660',1070.323
'0:00.664',1107.706
'0:00.668',1129.658
'0:00.672',1147.987
'0:00.676',1156.768
'0:00.680',1166.316
'0:00.684',1188.992
'0:00.688',1203.656
'0:00.691',1197.091
'0:00.695',1186.819
'0:00.699',1194.875
'0:00.703',1224.926
'0:00.707',1249.094
'0:00.711',1250.543
'0:00.715',1234.431
'0:00.719',1232.257
'0:00.723',1246.153
'0:00.727',1301.097
'0:00.730',1273.987
'0:00.734',1328.932
'0:00.738',1318.701
'0:00.742',1353.867
'0:00.746',1389.758
'0:00.750',1424.199
'0:00.754',1442.486
'0:00.758',1462.988
'0:00.762',1506.978
'0:00.766',1497.430
'0:00.770',1551.649
'0:00.773',1563.371
'0:00.777',1612.476
'0:00.781',1641.035
'0:00.785',1650.540
'0:00.789',1687.198
'0:00.793',1743.591
'0:00.797',1773.642
'0:00.801',1779.482
'0:00.805',1808.808
'0:00.809',1835.151
'0:00.813',1861.536
'0:00.816',1856.421
'0:00.820',1869.592
'0:00.824',1881.314
'0:00.828',1917.972
'0:00.832',1893.760
'0:00.836',1928.926
'0:00.840',1912.814
'0:00.844',1906.250
'0:00.848',1911.365
'0:00.852',1913.539
'0:00.855',1927.477
'0:00.859',1936.983
'0:00.863',1936.258
'0:00.867',1907.699
'0:00.871',1934.809
'0:00.875',1894.528
'0:00.879',1909.873
'0:00.883',1895.977
'0:00.887',1904.758
'0:00.891',1868.143
'0:00.895',1869.592
'0:00.898',1860.811
'0:00.902',1863.028
'0:00.906',1829.311
'0:00.910',1851.306
'0:00.914',1828.586
'0:00.918',1802.201
'0:00.922',1788.263
'0:00.926',1775.816
'0:00.930',1761.920
'0:00.934',1787.538
'0:00.938',1741.375
'0:00.941',1721.597
'0:00.945',1710.642
'0:00.949',1699.645
'0:00.953',1706.251
'0:00.957',1676.925
'0:00.961',1649.815
'0:00.965',1613.200
'0:00.969',1592.697
'0:00.973',1567.762
'0:00.977',1538.478
'0:00.980',1509.152
'0:00.984',1450.542
'0:00.988',1430.039
'0:00.992',1375.819
'0:00.996',1363.373
'0:01.000',1321.600
'0:01.004',1271.814
'0:01.008',1213.204
'0:01.012',1136.989
'0:01.016',1138.481
'0:01.020',1067.382
'0:01.023',1014.655
'0:01.027',1002.208
'0:01.031',988.994
'0:01.035',959.710
'0:01.039',934.817
'0:01.043',898.884
'0:01.047',857.154
'0:01.051',884.988
'0:01.055',835.159
'0:01.059',874.715
'0:01.063',830.769
'0:01.066',873.266
'0:01.070',878.381
'0:01.074',861.544
'0:01.078',877.657
'0:01.082',884.988
'0:01.086',904.766
'0:01.090',949.438
'0:01.094',965.550
'0:01.098',980.213
'0:01.102',1013.930
'0:01.105',1053.486
'0:01.109',1101.099
'0:01.113',1095.984
'0:01.117',1152.377
'0:01.121',1168.490
'0:01.125',1175.821
'0:01.129',1245.428
'0:01.133',1242.487
'0:01.137',1271.814
'0:01.141',1317.210
'0:01.145',1312.095
'0:01.148',1326.758
'0:01.152',1340.654
'0:01.156',1364.822
'0:01.160',1380.210
'0:01.164',1405.146
'0:01.168',1413.927
'0:01.172',1461.539
'0:01.176',1483.534
'0:01.180',1463.756
'0:01.184',1518.700
'0:01.188',1493.764
'0:01.191',1534.812
'0:01.195',1530.422
'0:01.199',1534.088
'0:01.203',1580.208
'0:01.207',1588.264
'0:01.211',1578.759
'0:01.215',1578.034
'0:01.219',1605.144
'0:01.223',1610.259
'0:01.227',1644.700
'0:01.230',1611.708
'0:01.234',1632.254
'0:01.238',1642.484
'0:01.242',1646.874
'0:01.246',1678.374
'0:01.250',1657.147
'0:01.254',1667.420
'0:01.258',1679.142
'0:01.262',1687.198
'0:01.266',1690.096
'0:01.270',1682.807
'0:01.273',1713.540
'0:01.277',1680.591
'0:01.281',1693.762
'0:01.285',1680.591
'0:01.289',1720.147
'0:01.293',1686.431
'0:01.297',1723.088
'0:01.301',1696.703
'0:01.305',1724.538
'0:01.309',1729.653
'0:01.313',1724.538
'0:01.316',1763.369
'0:01.320',1750.923
'0:01.324',1775.091
'0:01.328',1818.314
'0:01.332',1812.474
'0:01.336',1827.862
'0:01.340',1846.873
'0:01.344',1883.530
'0:01.348',1909.148
'0:01.352',1895.252
'0:01.355',1945.039
'0:01.359',1930.418
'0:01.363',1968.483
'0:01.367',1976.582
'0:01.371',1990.477
'0:01.375',1991.927
'0:01.379',1999.983
'0:01.383',2014.646
'0:01.387',2028.585
'0:01.391',2026.368
'0:01.395',2013.921
'0:01.398',2016.138
'0:01.402',2007.315
'0:01.406',2008.082
'0:01.410',2012.472
'0:01.414',2013.197
'0:01.418',1988.261
'0:01.422',2012.472
'0:01.426',1979.480
