'Elapsed time','wrist_ppg'
'hh:mm:ss.mmm','mV'
'0:00.000',1375.573
'0:00.004',1376.376
'0:00.008',1376.881
'0:00.012',1376.892
'0:00.016',1376.511
'0:00.020',1375.990
'0:00.023',1375.558
'0:00.027',1375.349
'0:00.031',1375.407
'0:00.035',1375.735
'0:00.039',1376.345
'0:00.043',1377.215
'0:00.047',1378.263
'0:00.051',1379.399
'0:00.055',1380.545
'0:00.059',1381.650
'0:00.063',1382.682
'0:00.066',1383.589
'0:00.070',1384.293
'0:00.074',1384.782
'0:00.078',1385.106
'0:00.082',1385.319
'0:00.086',1385.439
'0:00.090',1385.397
'0:00.094',1385.085
'0:00.098',1384.355
'0:00.102',1383.146
'0:00.105',1381.546
'0:00.109',1379.779
'0:00.113',1378.148
'0:00.117',1376.918
'0:00.121',1376.339
'0:00.125',1376.621
'0:00.129',1377.809
'0:00.133',1379.722
'0:00.137',1381.942
'0:00.141',1383.933
'0:00.145',1385.231
'0:00.148',1385.543
'0:00.152',1384.876
'0:00.156',1383.500
'0:00.160',1381.869
'0:00.164',1380.441
'0:00.168',1379.550
'0:00.172',1379.253
'0:00.176',1379.456
'0:00.180',1379.977
'0:00.184',1380.618
'0:00.188',1381.228
'0:00.191',1381.765
'0:00.195',1382.244
'0:00.199',1382.599
'0:00.203',1382.750
'0:00.207',1382.724
'0:00.211',1382.656
'0:00.215',1382.640
'0:00.219',1382.750
'0:00.223',1383.037
'0:00.227',1383.495
'0:00.230',1384.084
'0:00.234',1384.720
'0:00.238',1385.283
'0:00.242',1385.710
'0:00.246',1386.091
'0:00.250',1386.544
'0:00.254',1387.180
'0:00.258',1388.102
'0:00.262',1389.452
'0:00.266',1391.422
'0:00.270',1394.200
'0:00.273',1397.833
'0:00.277',1402.179
'0:00.281',1406.885
'0:00.285',1411.477
'0:00.289',1415.459
'0:00.293',1418.440
'0:00.297',1420.264
'0:00.301',1421.093
'0:00.305',1421.270
'0:00.309',1421.119
'0:00.313',1420.848
'0:00.316',1420.723
'0:00.320',1421.098
'0:00.324',1422.359
'0:00.328',1424.777
'0:00.332',1428.472
'0:00.336',1433.413
'0:00.340',1439.506
'0:00.344',1446.740
'0:00.348',1455.130
'0:00.352',1464.605
