'Elapsed time','wrist_ppg'
'hh:mm:ss.mmm','mV'
'0:00.000',1133.339
'0:00.004',1135.529
'0:00.008',1142.133
'0:00.012',1146.512
'0:00.016',1147.995
'0:00.020',1163.357
'0:00.023',1170.702
'0:00.027',1174.375
'0:00.031',1179.495
'0:00.035',1166.288
'0:00.039',1225.651
'0:00.043',1233.702
'0:00.047',1212.443
'0:00.051',1238.081
'0:00.055',1240.306
'0:00.059',1299.634
'0:00.063',1273.996
'0:00.066',1320.893
'0:00.070',1353.841
'0:00.074',1358.962
'0:00.078',1383.152
'0:00.082',1392.687
'0:00.086',1430.756
'0:00.090',1438.101
'0:00.094',1441.739
'0:00.098',1458.619
'0:00.102',1468.118
'0:00.105',1469.602
'0:00.109',1491.567
'0:00.113',1515.016
'0:00.117',1550.189
'0:00.121',1525.998
'0:00.125',1573.637
'0:00.129',1531.119
'0:00.133',1584.620
'0:00.137',1538.464
'0:00.141',1565.550
'0:00.145',1535.533
'0:00.148',1575.085
'0:00.152',1527.482
'0:00.156',1544.326
'0:00.160',1512.826
'0:00.164',1529.671
'0:00.168',1537.723
'0:00.172',1491.567
'0:00.176',1531.860
'0:00.180',1478.395
'0:00.184',1516.499
'0:00.188',1496.688
'0:00.191',1469.602
'0:00.195',1455.688
'0:00.199',1438.843
'0:00.203',1416.100
'0:00.207',1424.894
'0:00.211',1417.584
'0:00.215',1397.066
'0:00.219',1393.393
'0:00.223',1397.066
'0:00.227',1396.324
'0:00.230',1391.204
'0:00.234',1336.255
'0:00.238',1341.376
'0:00.242',1343.600
'0:00.246',1336.255
'0:00.250',1345.790
'0:00.254',1343.600
'0:00.258',1327.462
'0:00.262',1280.600
'0:00.266',1275.444
'0:00.270',1295.961
'0:00.273',1316.479
'0:00.277',1312.100
'0:00.281',1282.048
'0:00.285',1320.893
'0:00.289',1285.720
'0:00.293',1266.651
'0:00.297',1298.151
'0:00.301',1315.031
'0:00.305',1312.100
'0:00.309',1290.099
'0:00.313',1267.392
'0:00.316',1276.185
'0:00.320',1324.531
'0:00.324',1295.961
'0:00.328',1290.841
'0:00.332',1306.238
'0:00.336',1343.600
'0:00.340',1302.565
'0:00.344',1301.824
'0:00.348',1325.272
'0:00.352',1314.290
'0:00.355',1335.513
'0:00.359',1333.324
'0:00.363',1347.238
'0:00.367',1368.497
'0:00.371',1396.324
'0:00.375',1399.256
'0:00.379',1378.032
'0:00.383',1376.549
'0:00.387',1376.549
'0:00.391',1421.963
'0:00.395',1413.911
'0:00.398',1417.584
'0:00.402',1378.032
'0:00.406',1399.997
'0:00.410',1402.928
'0:00.414',1372.170
'0:00.418',1362.635
'0:00.422',1361.893
'0:00.426',1357.514
'0:00.430',1353.841
'0:00.434',1335.513
'0:00.438',1338.444
'0:00.441',1312.100
'0:00.445',1271.807
'0:00.449',1301.082
'0:00.453',1294.514
'0:00.457',1246.875
'0:00.461',1243.944
'0:00.465',1271.807
'0:00.469',1264.461
'0:00.473',1241.013
'0:00.477',1211.737
'0:00.480',1243.944
'0:00.484',1248.358
'0:00.488',1219.789
'0:00.492',1232.961
'0:00.496',1280.600
'0:00.500',1279.117
'0:00.504',1309.875
'0:00.508',1331.134
'0:00.512',1334.807
'0:00.516',1417.584
'0:00.520',1404.376
'0:00.523',1493.756
'0:00.527',1489.377
'0:00.531',1556.051
'0:00.535',1562.619
'0:00.539',1599.275
'0:00.543',1630.034
'0:00.547',1664.465
'0:00.551',1702.569
'0:00.555',1760.449
'0:00.559',1753.104
'0:00.563',1818.329
'0:00.566',1797.812
'0:00.570',1810.243
'0:00.574',1827.829
'0:00.578',1827.087
'0:00.582',1827.087
'0:00.586',1824.898
'0:00.590',1815.398
'0:00.594',1801.449
'0:00.598',1789.019
'0:00.602',1775.105
'0:00.605',1767.018
'0:00.609',1761.897
'0:00.613',1724.535
'0:00.617',1700.380
'0:00.621',1655.672
'0:00.625',1638.827
'0:00.629',1634.413
'0:00.633',1577.275
'0:00.637',1566.292
'0:00.641',1570.706
'0:00.645',1510.637
'0:00.648',1490.119
'0:00.652',1493.756
'0:00.656',1440.291
'0:00.660',1445.411
'0:00.664',1392.687
