'Elapsed time','wrist_ppg'
'hh:mm:ss.mmm','mV'
'0:00.000',1631.497
'0:00.004',1652.750
'0:00.008',1663.731
'0:00.012',1633.686
'0:00.016',1643.218
'0:00.020',1659.352
'0:00.023',1662.990
'0:00.027',1664.472
'0:00.031',1682.795
'0:00.035',1697.447
'0:00.039',1690.845
'0:00.043',1653.491
'0:00.047',1657.870
'0:00.051',1657.870
'0:00.055',1659.352
'0:00.059',1652.009
'0:00.063',1657.870
'0:00.066',1647.631
'0:00.070',1635.909
'0:00.074',1601.452
'0:00.078',1573.631
'0:00.082',1561.169
'0:00.086',1553.859
'0:00.090',1569.960
'0:00.094',1550.929
'0:00.098',1542.138
'0:00.102',1536.277
'0:00.105',1519.403
'0:00.109',1534.054
'0:00.113',1510.612
'0:00.117',1549.447
'0:00.121',1540.656
'0:00.125',1552.377
'0:00.129',1591.213
'0:00.133',1610.243
'0:00.137',1653.491
'0:00.141',1726.009
'0:00.145',1736.989
'0:00.148',1813.919
'0:00.152',1823.452
'0:00.156',1891.591
'0:00.160',1939.183
'0:00.164',1980.949
'0:00.168',2023.456
'0:00.172',2057.138
'0:00.176',2084.994
'0:00.180',2140.670
'0:00.184',2145.049
'0:00.188',2139.188
'0:00.191',2142.860
'0:00.195',2150.910
'0:00.199',2139.929
'0:00.203',2117.935
'0:00.207',2071.790
'0:00.211',2043.969
'0:00.215',1972.158
'0:00.219',1938.476
'0:00.223',1879.869
'0:00.227',1819.039
'0:00.230',1749.452
'0:00.234',1699.636
'0:00.238',1588.283
'0:00.242',1559.720
'0:00.246',1456.417
'0:00.250',1391.208
'0:00.254',1339.944
'0:00.258',1261.532
'0:00.262',1194.875
'0:00.266',1145.059
'0:00.270',1086.452
'0:00.273',1009.522
'0:00.277',978.770
'0:00.281',931.144
'0:00.285',893.790
'0:00.289',856.403
'0:00.293',819.790
'0:00.297',789.005
'0:00.301',739.930
'0:00.305',745.791
'0:00.309',701.094
'0:00.313',737.000
'0:00.316',717.228
'0:00.320',714.298
'0:00.324',695.975
'0:00.328',747.980
'0:00.332',719.417
'0:00.336',773.612
'0:00.340',758.960
'0:00.344',778.024
'0:00.348',834.442
'0:00.352',857.144
'0:00.355',879.105
'0:00.359',909.149
'0:00.363',915.010
'0:00.367',916.492
'0:00.371',961.895
'0:00.375',993.422
'0:00.379',1012.452
'0:00.383',1046.168
'0:00.387',1104.034
'0:00.391',1115.015
'0:00.395',1125.288
'0:00.398',1185.343
'0:00.402',1189.014
'0:00.406',1212.457
'0:00.410',1274.735
'0:00.414',1278.373
'0:00.418',1286.457
'0:00.422',1309.900
'0:00.426',1350.924
'0:00.430',1337.721
'0:00.434',1353.114
'0:00.438',1386.830
'0:00.441',1421.994
'0:00.445',1412.462
'0:00.449',1413.203
'0:00.453',1404.412
'0:00.457',1434.423
'0:00.461',1418.322
'0:00.465',1455.676
'0:00.469',1425.631
'0:00.473',1431.492
'0:00.477',1435.164
'0:00.480',1452.005
'0:00.484',1434.423
'0:00.488',1416.133
'0:00.492',1462.278
'0:00.496',1424.183
'0:00.500',1461.537
'0:00.504',1438.835
'0:00.508',1464.467
'0:00.512',1473.258
'0:00.516',1468.879
'0:00.520',1504.044
'0:00.523',1482.790
'0:00.527',1482.790
'0:00.531',1490.099
'0:00.535',1500.372
'0:00.539',1516.472
'0:00.543',1520.144
'0:00.547',1479.119
'0:00.551',1494.511
'0:00.555',1471.069
'0:00.559',1468.879
'0:00.563',1500.372
'0:00.566',1475.447
'0:00.570',1463.019
'0:00.574',1465.208
'0:00.578',1485.720
'0:00.582',1472.517
'0:00.586',1454.228
'0:00.590',1455.676
'0:00.594',1466.656
'0:00.598',1445.437
'0:00.602',1487.910
'0:00.605',1493.770
'0:00.609',1468.138
'0:00.613',1491.581
'0:00.617',1525.263
'0:00.621',1519.403
'0:00.625',1547.258
'0:00.629',1567.029
'0:00.633',1596.333
'0:00.637',1646.149
'0:00.641',1689.363
'0:00.645',1709.875
'0:00.648',1723.820
'0:00.652',1740.661
'0:00.656',1777.307
'0:00.660',1810.248
'0:00.664',1824.900
'0:00.668',1852.755
'0:00.672',1862.287
'0:00.676',1871.785
'0:00.680',1905.501
'0:00.684',1878.387
'0:00.688',1877.646
'0:00.691',1868.148
'0:00.695',1868.855
'0:00.699',1876.939
'0:00.703',1851.273
'0:00.707',1837.362
'0:00.711',1805.869
'0:00.715',1783.168
'0:00.719',1746.521
'0:00.723',1750.900
'0:00.727',1697.447
'0:00.730',1702.566
'0:00.734',1663.731
'0:00.738',1621.965
'0:00.742',1576.561
'0:00.746',1550.929
'0:00.750',1539.208
'0:00.754',1490.099
'0:00.758',1477.670
'0:00.762',1472.517
'0:00.766',1419.063
'0:00.770',1418.322
'0:00.773',1375.108
'0:00.777',1333.342
'0:00.781',1303.298
'0:00.785',1312.830
'0:00.789',1284.234
'0:00.793',1208.786
'0:00.797',1186.084
'0:00.801',1129.666
'0:00.805',1120.134
'0:00.809',1080.591
'0:00.813',1016.865
'0:00.816',967.756
'0:00.820',895.238
'0:00.824',887.188
'0:00.828',836.631
'0:00.832',767.751
'0:00.836',752.392
'0:00.840',687.184
'0:00.844',669.602
'0:00.848',628.577
'0:00.852',572.159
'0:00.855',554.577
'0:00.859',483.508
'0:00.863',498.900
'0:00.867',468.856
'0:00.871',410.249
'0:00.875',379.497
'0:00.879',392.667
'0:00.883',388.288
'0:00.887',372.154
'0:00.891',367.035
'0:00.895',361.174
'0:00.898',361.174
'0:00.902',358.244
'0:00.906',370.706
'0:00.910',386.065
'0:00.914',373.636
'0:00.918',424.160
'0:00.922',435.174
'0:00.926',471.079
'0:00.930',529.686
'0:00.934',538.477
'0:00.938',597.084
'0:00.941',685.702
'0:00.945',734.810
'0:00.949',802.916
'0:00.953',883.517
'0:00.957',927.472
'0:00.961',1018.313
'0:00.965',1085.711
'0:00.969',1140.647
'0:00.973',1182.413
'0:00.977',1272.512
'0:00.980',1340.651
'0:00.984',1394.139
'0:00.988',1435.905
'0:00.992',1455.676
'0:00.996',1530.417
'0:01.000',1519.403
'0:01.004',1577.302
'0:01.008',1550.188
'0:01.012',1578.010
'0:01.016',1569.219
'0:01.020',1563.358
'0:01.023',1574.372
'0:01.027',1531.865
'0:01.031',1490.840
'0:01.035',1498.890
'0:01.039',1449.074
'0:01.043',1425.631
'0:01.047',1382.417
'0:01.051',1333.342
'0:01.055',1274.735
'0:01.059',1213.905
'0:01.063',1165.571
'0:01.066',1141.388
'0:01.070',1090.831
'0:01.074',1055.667
'0:01.078',983.890
'0:01.082',987.561
'0:01.086',945.795
'0:01.090',926.731
'0:01.094',902.581
'0:01.098',889.378
'0:01.102',887.188
'0:01.105',861.523
'0:01.109',890.860
'0:01.113',888.637
'0:01.117',907.701
'0:01.121',897.428
'0:01.125',964.118
'0:01.129',979.477
'0:01.133',1024.915
'0:01.137',1057.149
'0:01.141',1084.970
'0:01.145',1095.243
'0:01.148',1179.482
'0:01.152',1207.337
'0:01.156',1265.203
'0:01.160',1307.677
'0:01.164',1348.735
'0:01.168',1374.367
'0:01.172',1400.740
'0:01.176',1422.701
'0:01.180',1493.029
'0:01.184',1514.283
'0:01.188',1522.333
'0:01.191',1575.079
'0:01.195',1602.193
'0:01.199',1609.536
'0:01.203',1632.979
'0:01.207',1661.541
'0:01.211',1671.073
'0:01.215',1684.243
'0:01.219',1708.427
'0:01.223',1741.402
'0:01.227',1705.497
'0:01.230',1715.029
'0:01.234',1725.268
'0:01.238',1713.547
'0:01.242',1678.382
'0:01.246',1646.890
'0:01.250',1630.049
'0:01.254',1605.865
'0:01.258',1596.333
'0:01.262',1563.358
'0:01.266',1555.308
'0:01.270',1500.372
'0:01.273',1507.681
'0:01.277',1455.676
'0:01.281',1420.512
'0:01.285',1410.272
'0:01.289',1391.949
'0:01.293',1368.506
'0:01.297',1355.303
'0:01.301',1298.885
'0:01.305',1282.044
'0:01.309',1287.164
'0:01.313',1295.248
'0:01.316',1242.502
'0:01.320',1264.462
'0:01.324',1235.159
'0:01.328',1268.134
'0:01.332',1259.343
'0:01.336',1252.741
'0:01.340',1279.855
'0:01.344',1249.070
'0:01.348',1259.343
'0:01.352',1306.228
'0:01.355',1273.253
'0:01.359',1294.507
'0:01.363',1311.348
'0:01.367',1320.880
'0:01.371',1336.273
'0:01.375',1361.905
'0:01.379',1369.248
'0:01.383',1350.183
'0:01.387',1357.526
'0:01.391',1394.880
'0:01.395',1425.631
'0:01.398',1408.049
'0:01.402',1410.272
'0:01.406',1450.556
'0:01.410',1432.233
'0:01.414',1444.696
'0:01.418',1481.308
'0:01.422',1453.487
'0:01.426',1503.303
'0:01.430',1482.790
'0:01.434',1512.094
'0:01.438',1522.333
'0:01.441',1512.094
'0:01.445',1533.347
'0:01.449',1542.845
'0:01.453',1521.626
'0:01.457',1553.859
'0:01.461',1565.581
'0:01.465',1547.999
'0:01.469',1547.999
'0:01.473',1551.636
'0:01.477',1557.497
'0:01.480',1571.442
'0:01.484',1567.029
'0:01.488',1568.511
'0:01.492',1556.049
'0:01.496',1549.447
'0:01.500',1556.790
'0:01.504',1551.636
'0:01.508',1553.118
'0:01.512',1547.258
'0:01.516',1496.701
'0:01.520',1513.542
'0:01.523',1460.796
'0:01.527',1444.696
'0:01.531',1444.696
'0:01.535',1416.840
'0:01.539',1349.442
'0:01.543',1341.392
'0:01.547',1333.342
'0:01.551',1278.373
'0:01.555',1238.089
'0:01.559',1233.710
'0:01.563',1218.318
'0:01.566',1172.880
'0:01.570',1147.248
'0:01.574',1167.761
'0:01.578',1158.970
'0:01.582',1147.989
'0:01.586',1135.527
'0:01.590',1143.577
'0:01.594',1149.438
'0:01.598',1155.298
'0:01.602',1168.502
'0:01.605',1161.900
'0:01.609',1233.710
'0:01.613',1231.487
'0:01.617',1257.153
'0:01.621',1315.760
'0:01.625',1385.348
'0:01.629',1425.631
'0:01.633',1435.164
'0:01.637',1479.119
'0:01.641',1558.238
'0:01.645',1564.840
'0:01.648',1608.054
'0:01.652',1646.890
'0:01.656',1695.965
'0:01.660',1717.959
'0:01.664',1734.800
'0:01.668',1790.477
'0:01.672',1777.307
'0:01.676',1790.477
'0:01.680',1801.457
'0:01.684',1780.945
'0:01.688',1758.243
'0:01.691',1778.755
'0:01.695',1758.243
'0:01.699',1730.388
'0:01.703',1705.497
'0:01.707',1638.099
'0:01.711',1616.845
'0:01.715',1578.751
'0:01.719',1577.302
'0:01.723',1508.422
'0:01.727',1460.088
'0:01.730',1430.785
'0:01.734',1386.830
'0:01.738',1358.974
'0:01.742',1341.392
'0:01.746',1293.025
'0:01.750',1253.482
'0:01.754',1263.721
'0:01.758',1226.368
'0:01.762',1189.755
'0:01.766',1167.020
'0:01.770',1147.248
'0:01.773',1139.198
'0:01.777',1157.521
'0:01.781',1147.248
'0:01.785',1134.786
'0:01.789',1142.870
'0:01.793',1144.318
'0:01.797',1145.800
'0:01.801',1149.438
'0:01.805',1137.009
'0:01.809',1137.009
'0:01.813',1133.338
'0:01.816',1189.755
'0:01.820',1187.532
'0:01.824',1180.223
'0:01.828',1223.437
'0:01.832',1230.780
'0:01.836',1273.994
'0:01.840',1260.791
'0:01.844',1299.626
'0:01.848',1309.159
'0:01.852',1320.880
'0:01.855',1343.582
'0:01.859',1391.949
'0:01.863',1419.063
'0:01.867',1432.974
'0:01.871',1429.303
'0:01.875',1446.885
'0:01.879',1490.840
'0:01.883',1482.049
'0:01.887',1531.124
'0:01.891',1549.447
'0:01.895',1556.049
'0:01.898',1535.536
'0:01.902',1550.929
'0:01.906',1558.238
'0:01.910',1580.940
'0:01.914',1583.163
'0:01.918',1580.233
'0:01.922',1580.233
'0:01.926',1584.611
'0:01.930',1578.010
'0:01.934',1591.213
'0:01.938',1607.313
'0:01.941',1610.984
'0:01.945',1565.581
'0:01.949',1565.581
'0:01.953',1583.870
'0:01.957',1577.302
'0:01.961',1533.347
'0:01.965',1554.567
'0:01.969',1515.765
'0:01.973',1542.138
'0:01.977',1495.960
'0:01.980',1531.124
'0:01.984',1494.511
'0:01.988',1477.670
'0:01.992',1488.651
'0:01.996',1458.606
'0:02.000',1480.601
'0:02.004',1481.308
'0:02.008',1456.417
'0:02.012',1447.626
'0:02.016',1424.183
'0:02.020',1457.865
'0:02.023',1425.631
'0:02.027',1429.303
