'Elapsed time','wrist_ppg'
'hh:mm:ss.mmm','mV'
'0:00.000',1333.949
'0:00.004',1329.848
'0:00.008',1326.501
'0:00.012',1324.005
'0:00.016',1322.301
'0:00.020',1321.349
'0:00.023',1321.118
'0:00.027',1321.449
'0:00.031',1322.010
'0:00.035',1322.464
'0:00.039',1322.595
'0:00.043',1322.361
'0:00.047',1321.895
'0:00.051',1321.341
'0:00.055',1320.752
'0:00.059',1320.119
'0:00.063',1319.482
'0:00.066',1318.989
'0:00.070',1318.786
'0:00.074',1318.810
'0:00.078',1318.833
'0:00.082',1318.682
'0:00.086',1318.384
'0:00.090',1318.105
'0:00.094',1317.906
'0:00.098',1317.707
'0:00.102',1317.452
'0:00.105',1317.261
'0:00.109',1317.345
'0:00.113',1317.806
'0:00.117',1318.487
'0:00.121',1319.056
'0:00.125',1319.255
'0:00.129',1318.993
'0:00.133',1318.308
'0:00.137',1317.400
'0:00.141',1316.568
'0:00.145',1316.055
'0:00.148',1316.035
'0:00.152',1316.560
'0:00.156',1317.476
'0:00.160',1318.463
'0:00.164',1319.208
'0:00.168',1319.622
'0:00.172',1319.797
'0:00.176',1319.900
'0:00.180',1320.048
'0:00.184',1320.314
'0:00.188',1320.740
'0:00.191',1321.353
'0:00.195',1322.150
'0:00.199',1323.073
'0:00.203',1324.056
'0:00.207',1325.012
'0:00.211',1325.888
'0:00.215',1326.676
'0:00.219',1327.400
'0:00.223',1328.165
'0:00.227',1329.168
'0:00.230',1330.553
'0:00.234',1332.229
'0:00.238',1333.885
'0:00.242',1335.223
'0:00.246',1336.158
'0:00.250',1336.751
'0:00.254',1337.014
'0:00.258',1336.899
'0:00.262',1336.437
'0:00.266',1335.764
'0:00.270',1334.948
'0:00.273',1333.909
'0:00.277',1332.528
'0:00.281',1330.784
'0:00.285',1328.829
'0:00.289',1326.938
'0:00.293',1325.362
'0:00.297',1324.188
'0:00.301',1323.352
'0:00.305',1322.723
'0:00.309',1322.181
'0:00.313',1321.636
'0:00.316',1321.114
'0:00.320',1320.732
'0:00.324',1320.585
'0:00.328',1320.708
'0:00.332',1321.107
'0:00.336',1321.736
'0:00.340',1322.544
'0:00.344',1323.483
'0:00.348',1324.454
'0:00.352',1325.271
'0:00.355',1325.740
'0:00.359',1325.812
'0:00.363',1325.637
'0:00.367',1325.501
'0:00.371',1325.629
'0:00.375',1326.051
'0:00.379',1326.660
'0:00.383',1327.277
'0:00.387',1327.655
'0:00.391',1327.536
'0:00.395',1326.724
'0:00.398',1325.163
'0:00.402',1322.882
'0:00.406',1319.948
'0:00.410',1316.533
'0:00.414',1312.910
'0:00.418',1309.459
'0:00.422',1306.592
'0:00.426',1304.693
'0:00.430',1303.957
'0:00.434',1304.383
'0:00.438',1305.772
'0:00.441',1307.810
'0:00.445',1310.064
'0:00.449',1312.110
'0:00.453',1313.670
'0:00.457',1314.650
'0:00.461',1315.064
'0:00.465',1314.992
'0:00.469',1314.677
'0:00.473',1314.494
'0:00.477',1314.721
'0:00.480',1315.374
'0:00.484',1316.206
'0:00.488',1316.879
'0:00.492',1317.193
'0:00.496',1317.146
'0:00.500',1316.859
'0:00.504',1316.445
'0:00.508',1315.876
'0:00.512',1314.988
'0:00.516',1313.595
'0:00.520',1311.636
'0:00.523',1309.267
'0:00.527',1306.847
'0:00.531',1304.829
'0:00.535',1303.511
'0:00.539',1302.910
'0:00.543',1302.807
'0:00.547',1302.950
'0:00.551',1303.165
'0:00.555',1303.280
'0:00.559',1303.125
'0:00.563',1302.651
'0:00.566',1301.983
'0:00.570',1301.338
'0:00.574',1300.916
'0:00.578',1300.788
'0:00.582',1300.868
'0:00.586',1300.987
'0:00.590',1301.055
'0:00.594',1301.087
'0:00.598',1301.115
'0:00.602',1301.139
'0:00.605',1301.151
'0:00.609',1301.083
'0:00.613',1300.784
'0:00.617',1300.155
'0:00.621',1299.220
'0:00.625',1298.093
'0:00.629',1296.931
'0:00.633',1295.800
'0:00.637',1294.690
'0:00.641',1293.599
'0:00.645',1292.624
'0:00.648',1291.887
'0:00.652',1291.405
'0:00.656',1291.019
'0:00.660',1290.530
'0:00.664',1289.901
'0:00.668',1289.343
'0:00.672',1289.104
'0:00.676',1289.280
'0:00.680',1289.857
'0:00.684',1290.828
'0:00.688',1292.245
'0:00.691',1294.208
'0:00.695',1296.736
'0:00.699',1299.642
'0:00.703',1302.608
'0:00.707',1305.358
'0:00.711',1307.711
'0:00.715',1309.574
'0:00.719',1310.908
'0:00.723',1311.644
'0:00.727',1311.716
'0:00.730',1311.158
'0:00.734',1310.211
'0:00.738',1309.236
'0:00.742',1308.551
'0:00.746',1308.324
'0:00.750',1308.591
'0:00.754',1309.283
'0:00.758',1310.259
'0:00.762',1311.314
'0:00.766',1312.293
'0:00.770',1313.197
'0:00.773',1314.144
'0:00.777',1315.247
'0:00.781',1316.501
'0:00.785',1317.814
'0:00.789',1319.056
'0:00.793',1320.091
'0:00.797',1320.856
'0:00.801',1321.397
'0:00.805',1321.755
'0:00.809',1321.946
'0:00.813',1321.982
'0:00.816',1321.931
'0:00.820',1321.867
'0:00.824',1321.791
'0:00.828',1321.700
'0:00.832',1321.616
'0:00.836',1321.572
'0:00.840',1321.612
'0:00.844',1321.803
'0:00.848',1322.213
'0:00.852',1322.890
'0:00.855',1323.833
'0:00.859',1325.040
'0:00.863',1326.524
'0:00.867',1328.177
'0:00.871',1329.765
'0:00.875',1331.039
'0:00.879',1331.855
'0:00.883',1332.213
'0:00.887',1332.189
'0:00.891',1331.843
'0:00.895',1331.206
'0:00.898',1330.370
'0:00.902',1329.554
'0:00.906',1329.040
'0:00.910',1329.005
'0:00.914',1329.403
'0:00.918',1330.055
'0:00.922',1330.872
'0:00.926',1331.859
'0:00.930',1332.954
'0:00.934',1333.861
'0:00.938',1334.223
'0:00.941',1333.853
'0:00.945',1332.790
'0:00.949',1331.186
'0:00.953',1329.148
'0:00.957',1326.811
'0:00.961',1324.343
'0:00.965',1321.835
'0:00.969',1319.236
'0:00.973',1316.481
'0:00.977',1313.579
'0:00.980',1310.657
'0:00.984',1307.902
'0:00.988',1305.446
'0:00.992',1303.344
'0:00.996',1301.572
'0:01.000',1300.076
'0:01.004',1298.766
'0:01.008',1297.572
'0:01.012',1296.477
'0:01.016',1295.541
'0:01.020',1294.785
'0:01.023',1294.200
'0:01.027',1293.790
'0:01.031',1293.519
'0:01.035',1293.288
'0:01.039',1292.994
'0:01.043',1292.532
'0:01.047',1291.855
'0:01.051',1290.991
'0:01.055',1290.000
'0:01.059',1288.957
'0:01.063',1287.922
'0:01.066',1286.939
'0:01.070',1286.063
'0:01.074',1285.382
'0:01.078',1284.984
'0:01.082',1284.921
'0:01.086',1285.239
'0:01.090',1285.928
'0:01.094',1286.927
'0:01.098',1288.149
'0:01.102',1289.522
'0:01.105',1291.003
'0:01.109',1292.600
'0:01.113',1294.347
'0:01.117',1296.254
'0:01.121',1298.276
'0:01.125',1300.247
'0:01.129',1301.883
'0:01.133',1302.962
'0:01.137',1303.539
'0:01.141',1303.953
'0:01.145',1304.725
'0:01.148',1306.334
'0:01.152',1309.013
'0:01.156',1312.691
'0:01.160',1317.138
'0:01.164',1322.102
'0:01.168',1327.277
'0:01.172',1332.281
'0:01.176',1336.715
'0:01.180',1340.290
'0:01.184',1342.858
'0:01.188',1344.355
'0:01.191',1344.765
'0:01.195',1344.096
'0:01.199',1342.416
'0:01.203',1339.884
'0:01.207',1336.751
'0:01.211',1333.352
'0:01.215',1330.083
'0:01.219',1327.245
'0:01.223',1324.904
'0:01.227',1322.970
'0:01.230',1321.369
'0:01.234',1320.191
'0:01.238',1319.646
'0:01.242',1319.888
'0:01.246',1320.915
'0:01.250',1322.552
'0:01.254',1324.554
'0:01.258',1326.763
