'sample interval','wrist_ppg'
'0.00390625 sec','mV'
0,1394.888
1,1388.283
2,1347.245
3,1375.839
4,1349.461
5,1367.785
6,1361.905
7,1350.186
8,1392.672
9,1364.121
10,1400.002
11,1361.905
12,1394.888
13,1369.959
14,1402.942
15,1383.894
16,1402.218
17,1404.391
18,1394.888
19,1399.277
20,1402.942
21,1423.439
22,1427.829
23,1390.456
24,1397.786
25,1397.061
26,1419.050
27,1383.894
28,1386.834
29,1407.331
30,1425.655
31,1427.104
32,1392.672
33,1417.601
34,1426.380
35,1430.769
36,1446.877
37,1456.423
38,1458.596
39,1446.877
40,1471.806
41,1482.801
42,1471.806
43,1473.255
44,1485.699
45,1497.418
46,1504.023
47,1515.742
48,1519.406
49,1531.850
50,1544.336
51,1550.898
52,1555.330
53,1550.898
54,1565.558
55,1557.503
56,1558.995
57,1567.773
58,1597.816
59,1578.001
60,1580.941
61,1578.001
62,1570.714
63,1556.055
64,1550.898
65,1545.785
66,1540.671
67,1543.569
68,1533.341
69,1517.233
70,1526.012
71,1539.179
72,1507.688
73,1490.855
74,1485.699
75,1488.639
76,1497.418
77,1516.466
78,1490.131
79,1490.855
80,1507.688
81,1508.412
82,1524.563
83,1535.515
84,1534.066
85,1526.012
86,1537.006
87,1539.946
88,1562.617
89,1576.552
90,1561.893
91,1593.427
92,1557.503
93,1588.995
94,1561.168
95,1580.941
96,1564.109
97,1571.438
98,1581.666
99,1558.995
100,1578.001
101,1580.941
102,1570.714
103,1583.882
104,1556.779
105,1579.492
106,1537.006
107,1540.671
108,1536.282
109,1521.622
110,1518.682
111,1514.293
112,1509.904
113,1507.688
114,1508.412
115,1509.136
116,1499.634
117,1497.418
118,1491.579
119,1487.915
120,1487.190
121,1493.753
122,1472.531
123,1462.261
124,1490.855
125,1452.034
126,1473.980
127,1451.266
128,1431.494
129,1452.034
130,1416.834
131,1419.050
132,1432.985
133,1394.888
134,1427.829
135,1383.894
136,1403.667
137,1404.391
138,1366.294
139,1396.337
140,1349.461
141,1387.558
142,1345.072
143,1371.408
144,1358.240
145,1321.592
146,1364.845
147,1336.251
148,1320.867
149,1320.867
150,1341.407
151,1352.402
152,1373.624
153,1366.294
154,1345.797
155,1369.959
156,1397.061
157,1384.618
158,1412.445
159,1425.655
160,1422.715
161,1475.471
162,1460.812
163,1490.131
