'sample interval','wrist_ppg'
'0.00390625 sec','mV'
0,1375.573
1,1376.376
2,1376.881
3,1376.892
4,1376.511
5,1375.990
6,1375.558
7,1375.349
8,1375.407
9,1375.735
10,1376.345
11,1377.215
12,1378.263
13,1379.399
14,1380.545
15,1381.650
16,1382.682
17,1383.589
18,1384.293
19,1384.782
20,1385.106
21,1385.319
22,1385.439
23,1385.397
24,1385.085
25,1384.355
26,1383.146
27,1381.546
28,1379.779
29,1378.148
30,1376.918
31,1376.339
32,1376.621
33,1377.809
34,1379.722
35,1381.942
36,1383.933
37,1385.231
38,1385.543
39,1384.876
40,1383.500
41,1381.869
42,1380.441
43,1379.550
44,1379.253
45,1379.456
46,1379.977
47,1380.618
48,1381.228
49,1381.765
50,1382.244
51,1382.599
52,1382.750
53,1382.724
54,1382.656
55,1382.640
56,1382.750
57,1383.037
58,1383.495
59,1384.084
60,1384.720
61,1385.283
62,1385.710
63,1386.091
64,1386.544
65,1387.180
66,1388.102
67,1389.452
68,1391.422
69,1394.200
70,1397.833
71,1402.179
72,1406.885
73,1411.477
74,1415.459
75,1418.440
76,1420.264
77,1421.093
78,1421.270
79,1421.119
80,1420.848
81,1420.723
82,1421.098
83,1422.359
84,1424.777
85,1428.472
86,1433.413
87,1439.506
88,1446.740
89,1455.130
90,1464.605
91,1474.935
92,1485.895
93,1497.299
94,1508.962
95,1520.605
96,1531.904
97,1542.510
98,1552.100
99,1560.402
100,1567.292
101,1572.691
102,1576.574
103,1578.998
104,1580.102
105,1580.019
106,1578.836
107,1576.652
108,1573.635
109,1569.976
110,1565.869
111,1561.502
112,1557.020
113,1552.527
114,1547.962
115,1543.078
116,1537.596
117,1531.373
118,1524.452
119,1516.863
120,1508.545
121,1499.487
122,1489.846
123,1479.891
124,1469.947
125,1460.389
126,1451.534
127,1443.524
128,1436.306
129,1429.734
130,1423.662
131,1418.007
132,1412.749
133,1407.886
134,1403.435
135,1399.433
136,1395.873
137,1392.720
138,1389.932
139,1387.456
140,1385.215
141,1383.125
142,1381.108
143,1379.107
144,1377.153
145,1375.261
146,1373.395
147,1371.508
148,1369.569
149,1367.563
150,1365.609
151,1364.050
152,1363.227
153,1363.331
154,1364.353
155,1366.083
156,1368.131
157,1370.054
158,1371.566
159,1372.676
160,1373.567
161,1374.411
162,1375.339
163,1376.475
164,1377.835
165,1379.279
166,1380.665
167,1381.900
168,1382.922
169,1383.761
170,1384.485
171,1385.100
172,1385.611
173,1386.012
174,1386.362
175,1386.664
176,1386.841
177,1386.758
178,1386.393
179,1385.877
180,1385.314
181,1384.725
182,1384.194
183,1383.855
184,1383.714
185,1383.620
186,1383.422
187,1383.099
188,1382.698
189,1382.317
190,1382.072
191,1381.994
192,1381.994
193,1381.947
194,1381.749
195,1381.332
196,1380.681
197,1379.878
198,1379.076
199,1378.440
200,1378.080
201,1377.986
202,1378.127
203,1378.487
204,1379.091
205,1379.941
206,1380.999
207,1382.255
208,1383.641
209,1385.064
210,1386.440
211,1387.607
212,1388.363
213,1388.493
214,1387.847
215,1386.429
216,1384.423
217,1382.052
218,1379.550
219,1377.215
220,1375.459
221,1374.583
222,1374.609
223,1375.302
224,1376.324
225,1377.476
