'sample interval','wrist_ppg'
'0.00390625 sec','mV'
0,1333.949
1,1329.848
2,1326.501
3,1324.005
4,1322.301
5,1321.349
6,1321.118
7,1321.449
8,1322.010
9,1322.464
10,1322.595
11,1322.361
12,1321.895
13,1321.341
14,1320.752
15,1320.119
16,1319.482
17,1318.989
18,1318.786
19,1318.810
20,1318.833
21,1318.682
22,1318.384
23,1318.105
24,1317.906
25,1317.707
26,1317.452
27,1317.261
28,1317.345
29,1317.806
30,1318.487
31,1319.056
32,1319.255
33,1318.993
34,1318.308
35,1317.400
36,1316.568
37,1316.055
38,1316.035
39,1316.560
40,1317.476
41,1318.463
42,1319.208
43,1319.622
44,1319.797
45,1319.900
46,1320.048
47,1320.314
48,1320.740
49,1321.353
50,1322.150
51,1323.073
52,1324.056
53,1325.012
54,1325.888
55,1326.676
56,1327.400
57,1328.165
58,1329.168
59,1330.553
60,1332.229
61,1333.885
62,1335.223
63,1336.158
64,1336.751
65,1337.014
66,1336.899
67,1336.437
68,1335.764
69,1334.948
70,1333.909
71,1332.528
72,1330.784
73,1328.829
74,1326.938
75,1325.362
76,1324.188
77,1323.352
78,1322.723
79,1322.181
80,1321.636
81,1321.114
82,1320.732
83,1320.585
84,1320.708
85,1321.107
86,1321.736
87,1322.544
88,1323.483
89,1324.454
90,1325.271
91,1325.740
92,1325.812
93,1325.637
94,1325.501
95,1325.629
96,1326.051
97,1326.660
98,1327.277
99,1327.655
100,1327.536
101,1326.724
102,1325.163
103,1322.882
104,1319.948
105,1316.533
106,1312.910
107,1309.459
108,1306.592
109,1304.693
110,1303.957
111,1304.383
112,1305.772
113,1307.810
114,1310.064
115,1312.110
116,1313.670
117,1314.650
118,1315.064
119,1314.992
120,1314.677
121,1314.494
122,1314.721
123,1315.374
124,1316.206
125,1316.879
126,1317.193
127,1317.146
128,1316.859
129,1316.445
130,1315.876
131,1314.988
132,1313.595
133,1311.636
134,1309.267
135,1306.847
136,1304.829
137,1303.511
138,1302.910
139,1302.807
140,1302.950
141,1303.165
142,1303.280
143,1303.125
144,1302.651
145,1301.983
146,1301.338
147,1300.916
148,1300.788
149,1300.868
150,1300.987
151,1301.055
152,1301.087
153,1301.115
154,1301.139
155,1301.151
156,1301.083
157,1300.784
158,1300.155
159,1299.220
160,1298.093
161,1296.931
162,1295.800
163,1294.690
164,1293.599
165,1292.624
166,1291.887
167,1291.405
168,1291.019
169,1290.530
170,1289.901
171,1289.343
172,1289.104
173,1289.280
174,1289.857
175,1290.828
176,1292.245
177,1294.208
178,1296.736
179,1299.642
180,1302.608
181,1305.358
182,1307.711
183,1309.574
184,1310.908
185,1311.644
186,1311.716
187,1311.158
188,1310.211
189,1309.236
190,1308.551
191,1308.324
192,1308.591
193,1309.283
194,1310.259
195,1311.314
196,1312.293
197,1313.197
198,1314.144
199,1315.247
200,1316.501
201,1317.814
202,1319.056
203,1320.091
204,1320.856
205,1321.397
206,1321.755
207,1321.946
208,1321.982
209,1321.931
210,1321.867
211,1321.791
212,1321.700
213,1321.616
214,1321.572
215,1321.612
216,1321.803
217,1322.213
218,1322.890
219,1323.833
220,1325.040
221,1326.524
222,1328.177
223,1329.765
224,1331.039
225,1331.855
226,1332.213
227,1332.189
228,1331.843
229,1331.206
230,1330.370
231,1329.554
232,1329.040
233,1329.005
234,1329.403
235,1330.055
236,1330.872
237,1331.859
238,1332.954
239,1333.861
240,1334.223
241,1333.853
242,1332.790
243,1331.186
244,1329.148
245,1326.811
246,1324.343
247,1321.835
248,1319.236
249,1316.481
250,1313.579
251,1310.657
252,1307.902
253,1305.446
254,1303.344
255,1301.572
256,1300.076
257,1298.766
258,1297.572
259,1296.477
260,1295.541
261,1294.785
262,1294.200
263,1293.790
264,1293.519
265,1293.288
266,1292.994
267,1292.532
268,1291.855
269,1290.991
270,1290.000
271,1288.957
272,1287.922
273,1286.939
274,1286.063
275,1285.382
276,1284.984
277,1284.921
278,1285.239
279,1285.928
280,1286.927
281,1288.149
282,1289.522
283,1291.003
284,1292.600
285,1294.347
286,1296.254
287,1298.276
288,1300.247
289,1301.883
290,1302.962
291,1303.539
292,1303.953
293,1304.725
294,1306.334
295,1309.013
296,1312.691
297,1317.138
298,1322.102
