'Elapsed time','wrist_ppg'
'hh:mm:ss.mmm','mV'
'0:00.000',1284.252
'0:00.004',1258.611
'0:00.008',1287.182
'0:00.012',1276.920
'0:00.016',1273.990
'0:00.020',1268.866
'0:00.023',1260.805
'0:00.027',1246.884
'0:00.031',1255.681
'0:00.035',1243.954
'0:00.039',1276.191
'0:00.043',1254.209
'0:00.047',1259.340
'0:00.051',1286.446
'0:00.055',1324.543
'0:00.059',1329.674
'0:00.063',1336.262
'0:00.066',1373.623
'0:00.070',1345.788
'0:00.074',1361.174
'0:00.078',1390.474
'0:00.082',1379.490
'0:00.086',1397.070
'0:00.090',1441.755
'0:00.094',1408.061
'0:00.098',1447.623
'0:00.102',1434.430
'0:00.105',1425.640
'0:00.109',1439.561
'0:00.113',1444.685
'0:00.117',1473.263
'0:00.121',1449.816
'0:00.125',1443.220
'0:00.129',1458.606
'0:00.133',1468.868
'0:00.137',1457.877
'0:00.141',1443.220
'0:00.145',1442.491
'0:00.148',1442.491
'0:00.152',1452.746
'0:00.156',1436.631
'0:00.160',1441.026
'0:00.164',1434.430
'0:00.168',1437.360
'0:00.172',1435.166
'0:00.176',1449.087
'0:00.180',1439.561
'0:00.184',1471.062
'0:00.188',1468.868
'0:00.191',1462.272
'0:00.195',1445.421
'0:00.199',1435.166
'0:00.203',1417.579
'0:00.207',1428.570
'0:00.211',1414.649
'0:00.215',1443.220
'0:00.219',1421.982
'0:00.223',1401.465
'0:00.227',1421.982
'0:00.230',1394.869
'0:00.234',1367.034
'0:00.238',1382.420
'0:00.242',1363.368
'0:00.246',1367.763
'0:00.250',1340.657
'0:00.254',1334.069
'0:00.258',1373.623
'0:00.262',1338.464
'0:00.266',1315.016
'0:00.270',1310.622
'0:00.273',1330.402
'0:00.277',1340.657
'0:00.281',1303.297
'0:00.285',1294.507
'0:00.289',1291.577
'0:00.293',1293.042
'0:00.297',1297.437
'0:00.301',1321.613
'0:00.305',1315.016
'0:00.309',1353.113
'0:00.313',1308.428
'0:00.316',1348.718
'0:00.320',1328.209
'0:00.324',1327.472
'0:00.328',1324.543
'0:00.332',1356.779
'0:00.336',1353.113
'0:00.340',1298.902
'0:00.344',1315.016
'0:00.348',1320.876
'0:00.352',1279.121
'0:00.355',1304.033
'0:00.359',1315.016
'0:00.363',1283.516
'0:00.367',1258.611
'0:00.371',1263.735
'0:00.375',1301.095
'0:00.379',1282.051
'0:00.383',1265.936
'0:00.387',1254.209
'0:00.391',1284.981
'0:00.395',1297.437
'0:00.398',1293.042
'0:00.402',1273.261
'0:00.406',1282.051
'0:00.410',1311.358
'0:00.414',1275.455
'0:00.418',1279.121
'0:00.422',1280.586
'0:00.426',1296.701
'0:00.430',1323.806
'0:00.434',1328.209
'0:00.438',1288.647
'0:00.441',1338.464
'0:00.445',1304.762
'0:00.449',1312.823
'0:00.453',1341.393
'0:00.457',1351.648
'0:00.461',1339.192
'0:00.465',1328.937
'0:00.469',1322.341
'0:00.473',1318.683
'0:00.477',1362.639
'0:00.480',1315.753
'0:00.484',1354.578
'0:00.488',1361.174
'0:00.492',1336.999
'0:00.496',1336.262
'0:00.500',1367.034
'0:00.504',1323.806
'0:00.508',1345.788
'0:00.512',1328.209
'0:00.516',1319.411
'0:00.520',1360.438
'0:00.523',1328.209
'0:00.527',1360.438
'0:00.531',1323.806
'0:00.535',1326.744
'0:00.539',1356.043
'0:00.543',1311.358
'0:00.547',1355.314
'0:00.551',1347.253
'0:00.555',1347.982
'0:00.559',1354.578
'0:00.563',1339.928
'0:00.566',1327.472
'0:00.570',1343.587
'0:00.574',1323.078
'0:00.578',1364.104
'0:00.582',1323.806
'0:00.586',1322.341
'0:00.590',1350.183
'0:00.594',1367.034
'0:00.598',1332.604
'0:00.602',1361.174
'0:00.605',1354.578
'0:00.609',1372.158
'0:00.613',1333.332
'0:00.617',1369.228
'0:00.621',1340.657
'0:00.625',1382.420
'0:00.629',1343.587
'0:00.633',1388.280
'0:00.637',1368.499
'0:00.641',1345.052
'0:00.645',1388.280
'0:00.648',1372.894
'0:00.652',1364.833
'0:00.656',1386.079
'0:00.660',1374.359
'0:00.664',1362.639
'0:00.668',1368.499
'0:00.672',1321.613
'0:00.676',1353.849
'0:00.680',1307.692
'0:00.684',1305.498
'0:00.688',1309.893
'0:00.691',1311.358
'0:00.695',1324.543
'0:00.699',1309.157
'0:00.703',1306.963
'0:00.707',1307.692
'0:00.711',1348.718
'0:00.715',1347.253
'0:00.719',1339.192
'0:00.723',1383.149
'0:00.727',1352.384
'0:00.730',1356.779
'0:00.734',1378.754
'0:00.738',1397.070
'0:00.742',1390.474
'0:00.746',1433.702
'0:00.750',1414.649
'0:00.754',1399.271
'0:00.758',1439.561
'0:00.762',1422.710
'0:00.766',1428.570
'0:00.770',1431.500
'0:00.773',1429.307
'0:00.777',1431.500
'0:00.781',1434.430
'0:00.785',1406.596
'0:00.789',1426.377
'0:00.793',1398.535
'0:00.797',1418.316
'0:00.801',1387.544
'0:00.805',1423.447
'0:00.809',1404.395
'0:00.813',1394.140
'0:00.816',1386.815
'0:00.820',1392.675
'0:00.824',1409.526
'0:00.828',1412.456
'0:00.832',1394.869
'0:00.836',1407.325
'0:00.840',1405.860
'0:00.844',1390.474
'0:00.848',1408.789
'0:00.852',1391.210
'0:00.855',1380.219
'0:00.859',1373.623
'0:00.863',1396.333
'0:00.867',1415.386
'0:00.871',1411.719
'0:00.875',1395.605
'0:00.879',1372.894
'0:00.883',1392.675
'0:00.887',1403.666
'0:00.891',1367.034
'0:00.895',1404.395
'0:00.898',1395.605
'0:00.902',1396.333
'0:00.906',1402.201
'0:00.910',1356.043
'0:00.914',1369.964
'0:00.918',1384.614
'0:00.922',1393.404
'0:00.926',1389.745
'0:00.930',1347.253
'0:00.934',1383.885
'0:00.938',1364.104
'0:00.941',1361.903
'0:00.945',1355.314
'0:00.949',1371.429
'0:00.953',1339.192
'0:00.957',1320.148
'0:00.961',1361.174
'0:00.965',1326.007
'0:00.969',1335.534
'0:00.973',1326.007
'0:00.977',1339.928
'0:00.980',1344.323
'0:00.984',1318.683
'0:00.988',1327.472
'0:00.992',1335.534
'0:00.996',1333.332
'0:01.000',1327.472
'0:01.004',1306.227
'0:01.008',1304.762
'0:01.012',1289.376
'0:01.016',1329.674
'0:01.020',1294.507
'0:01.023',1313.551
'0:01.027',1262.270
'0:01.031',1293.042
'0:01.035',1276.920
'0:01.039',1293.042
'0:01.043',1273.990
'0:01.047',1249.085
'0:01.051',1238.094
'0:01.055',1240.296
'0:01.059',1244.690
'0:01.063',1247.620
'0:01.066',1262.270
'0:01.070',1272.525
'0:01.074',1295.236
'0:01.078',1297.437
'0:01.082',1287.911
'0:01.086',1276.191
'0:01.090',1260.076
'0:01.094',1269.595
'0:01.098',1265.936
'0:01.102',1275.455
'0:01.105',1317.218
'0:01.109',1293.771
'0:01.113',1300.367
'0:01.117',1287.182
'0:01.121',1300.367
'0:01.125',1307.692
'0:01.129',1301.095
'0:01.133',1316.481
'0:01.137',1329.674
'0:01.141',1300.367
'0:01.145',1334.069
'0:01.148',1345.052
'0:01.152',1353.113
'0:01.156',1333.332
'0:01.160',1357.508
'0:01.164',1358.973
'0:01.168',1360.438
'0:01.172',1356.043
'0:01.176',1339.928
'0:01.180',1312.087
'0:01.184',1356.779
'0:01.188',1334.069
'0:01.191',1313.551
'0:01.195',1359.709
'0:01.199',1325.271
'0:01.203',1335.534
'0:01.207',1336.999
'0:01.211',1339.192
'0:01.215',1325.271
'0:01.219',1347.982
'0:01.223',1362.639
'0:01.227',1369.228
'0:01.230',1369.964
'0:01.234',1372.158
'0:01.238',1368.499
'0:01.242',1340.657
'0:01.246',1331.867
'0:01.250',1371.429
'0:01.254',1340.657
'0:01.258',1378.025
'0:01.262',1375.824
'0:01.266',1337.727
'0:01.270',1348.718
'0:01.273',1362.639
'0:01.277',1355.314
'0:01.281',1370.693
'0:01.285',1380.219
'0:01.289',1367.034
'0:01.293',1362.639
'0:01.297',1378.025
'0:01.301',1371.429
'0:01.305',1402.201
'0:01.309',1388.280
'0:01.313',1364.833
'0:01.316',1379.490
'0:01.320',1375.824
'0:01.324',1386.079
'0:01.328',1394.869
'0:01.332',1419.781
'0:01.336',1378.025
'0:01.340',1398.535
'0:01.344',1401.465
'0:01.348',1380.219
'0:01.352',1414.649
'0:01.355',1391.939
'0:01.359',1364.104
'0:01.363',1364.833
'0:01.367',1358.973
'0:01.371',1358.973
'0:01.375',1357.508
'0:01.379',1397.070
'0:01.383',1358.973
'0:01.387',1374.359
'0:01.391',1394.869
'0:01.395',1364.104
