'sample interval','wrist_ppg'
'0.00390625 sec','mV'
0,1383.154
1,1380.218
2,1368.497
3,1346.512
4,1334.075
5,1383.154
6,1364.105
7,1350.188
8,1339.207
9,1337.727
10,1388.287
11,1368.497
12,1350.928
13,1357.516
14,1383.154
15,1353.124
16,1396.332
17,1350.188
18,1401.464
19,1373.630
20,1369.237
21,1360.452
22,1376.566
23,1405.140
24,1383.894
25,1387.547
26,1397.811
27,1382.415
28,1408.792
29,1418.317
30,1408.792
31,1380.958
32,1390.483
33,1393.419
34,1400.007
35,1427.842
36,1437.366
37,1433.690
38,1392.679
39,1419.057
40,1388.287
41,1404.400
42,1405.856
43,1409.532
44,1427.102
45,1375.826
46,1396.332
47,1397.071
48,1411.728
49,1362.649
50,1379.479
51,1376.566
52,1350.188
53,1386.090
54,1345.056
55,1380.218
56,1359.713
57,1345.796
58,1369.237
59,1326.746
60,1354.580
61,1342.860
62,1325.267
63,1360.452
64,1338.467
65,1324.550
66,1321.614
67,1306.217
68,1306.217
69,1312.089
70,1309.893
71,1334.075
72,1331.139
73,1320.874
74,1299.629
75,1284.255
76,1291.584
77,1320.158
78,1294.497
79,1277.667
80,1314.286
81,1329.682
82,1334.791
83,1335.531
84,1335.531
85,1336.271
86,1317.222
87,1354.580
88,1368.497
89,1368.497
90,1340.663
91,1375.086
92,1386.090
93,1396.332
94,1394.135
95,1407.336
96,1446.891
97,1462.264
98,1444.695
99,1478.401
100,1504.039
101,1476.921
102,1488.642
103,1498.907
104,1497.427
105,1515.020
106,1545.050
107,1550.922
108,1550.922
109,1548.726
110,1531.133
111,1522.348
112,1502.559
113,1487.186
114,1492.318
115,1512.824
116,1461.548
117,1499.646
118,1464.461
119,1462.264
120,1468.876
121,1449.087
122,1441.759
123,1431.494
124,1408.052
125,1410.988
126,1399.268
127,1418.317
128,1410.249
129,1406.596
130,1351.644
131,1386.090
132,1380.218
133,1346.512
134,1342.860
135,1367.041
136,1345.796
137,1323.810
138,1351.644
139,1323.810
140,1334.791
141,1342.860
142,1351.644
143,1346.512
144,1315.025
145,1347.992
146,1360.452
147,1344.316
148,1314.286
149,1324.550
150,1356.037
151,1365.561
152,1352.384
153,1326.746
154,1371.433
155,1345.056
156,1342.860
157,1378.762
158,1360.452
159,1349.448
160,1341.403
161,1338.467
162,1383.154
163,1363.365
164,1363.365
165,1370.694
166,1342.120
167,1380.958
168,1347.992
169,1383.894
170,1333.335
171,1361.909
172,1340.663
173,1353.841
174,1331.878
175,1375.826
176,1363.365
177,1342.120
178,1333.335
179,1329.682
180,1345.056
181,1347.252
182,1324.550
183,1337.727
184,1334.075
185,1328.942
186,1322.354
187,1314.286
188,1322.354
189,1306.217
190,1326.006
191,1317.222
192,1298.912
193,1315.742
194,1328.203
195,1316.482
196,1365.561
197,1342.860
198,1373.630
199,1386.807
200,1399.268
201,1390.483
202,1394.875
203,1425.645
204,1450.544
205,1429.298
206,1419.773
207,1471.789
208,1435.910
209,1427.842
210,1436.626
211,1441.759
212,1473.985
213,1444.695
214,1432.974
215,1416.121
216,1452.740
217,1451.283
218,1435.910
219,1441.019
220,1413.924
221,1380.958
222,1379.479
223,1388.287
224,1410.988
225,1358.233
226,1394.875
227,1381.698
228,1345.056
229,1348.708
230,1377.282
231,1345.796
232,1383.894
233,1348.708
234,1385.351
235,1386.090
236,1371.433
237,1364.845
238,1351.644
239,1350.928
240,1353.124
241,1375.826
242,1385.351
243,1411.728
244,1415.381
245,1413.185
246,1418.317
247,1394.135
248,1395.615
249,1400.724
250,1380.218
251,1383.894
252,1403.660
253,1406.596
254,1376.566
255,1358.973
256,1356.777
257,1382.415
258,1342.860
259,1367.758
260,1315.742
261,1347.992
262,1305.501
263,1320.874
264,1293.780
265,1279.863
266,1294.497
267,1298.912
268,1294.497
269,1265.946
270,1266.662
271,1269.598
272,1268.859
273,1287.908
274,1282.059
275,1277.667
276,1268.859
277,1282.776
278,1312.089
279,1287.191
280,1333.335
281,1295.236
282,1340.663
283,1346.512
284,1326.006
285,1322.354
286,1363.365
287,1375.826
288,1342.860
289,1360.452
290,1399.268
291,1405.140
292,1410.988
293,1413.924
