'sample interval','wrist_ppg'
'0.00390625 sec','mV'
0,1458.598
1,1443.977
2,1431.488
3,1429.314
4,1446.876
5,1433.705
6,1409.536
7,1434.429
8,1436.646
9,1423.432
10,1373.646
11,1397.090
12,1389.758
13,1358.982
14,1324.541
15,1356.766
16,1311.370
17,1325.266
18,1325.266
19,1284.260
20,1312.095
21,1262.265
22,1288.651
23,1276.204
24,1255.701
25,1247.602
26,1238.821
27,1277.653
28,1255.701
29,1243.979
30,1267.380
31,1264.482
32,1251.268
33,1288.651
34,1250.543
35,1294.490
36,1268.872
37,1305.488
38,1289.375
39,1319.426
40,1329.656
41,1300.373
42,1342.870
43,1308.429
44,1325.266
45,1344.319
46,1356.041
47,1376.544
48,1338.480
49,1386.817
50,1353.867
51,1380.935
52,1401.480
53,1403.654
54,1408.812
55,1397.814
56,1387.541
57,1381.702
58,1389.758
59,1412.477
60,1427.098
61,1421.258
62,1445.427
63,1438.095
64,1450.542
65,1452.034
66,1433.705
67,1417.592
68,1455.699
69,1428.590
70,1432.980
71,1451.266
72,1425.649
73,1398.539
74,1434.429
75,1409.536
76,1386.092
77,1356.041
78,1338.480
79,1350.926
80,1311.370
81,1295.257
82,1304.763
83,1304.038
84,1289.375
85,1251.268
86,1240.313
87,1231.490
88,1261.541
89,1252.760
90,1245.428
91,1235.156
92,1227.824
93,1230.041
94,1205.872
95,1183.153
96,1191.209
97,1192.658
98,1186.819
99,1191.209
100,1179.487
101,1163.375
102,1174.372
103,1142.147
104,1145.770
105,1167.040
106,1136.989
107,1147.262
108,1131.150
109,1155.318
110,1171.431
111,1175.097
112,1174.372
113,1186.094
114,1190.484
115,1209.538
116,1210.987
117,1246.153
118,1255.701
119,1278.378
120,1300.373
121,1362.648
122,1405.146
123,1462.988
124,1485.708
125,1512.093
126,1564.820
127,1626.371
128,1682.807
129,1698.920
130,1723.088
131,1764.819
132,1797.811
133,1790.479
134,1832.252
135,1823.429
136,1813.923
137,1795.594
138,1799.260
139,1765.586
140,1767.760
141,1718.698
142,1690.864
143,1671.810
144,1636.644
145,1630.037
146,1556.040
147,1534.812
148,1520.874
149,1451.266
150,1462.264
151,1421.983
152,1406.595
153,1345.044
154,1350.926
155,1301.097
156,1318.701
157,1272.538
158,1288.651
159,1301.822
160,1263.757
161,1306.979
162,1307.704
163,1295.257
164,1349.434
165,1341.378
166,1352.376
167,1387.541
168,1441.761
169,1421.983
170,1479.143
171,1494.489
172,1485.708
173,1512.093
174,1542.868
175,1536.986
176,1534.812
177,1551.649
178,1585.366
179,1556.040
180,1539.927
181,1553.866
182,1573.644
183,1529.654
184,1553.866
185,1519.424
186,1536.261
187,1495.256
188,1473.986
189,1457.873
190,1443.210
191,1435.921
192,1429.314
193,1410.261
194,1403.654
195,1408.044
196,1419.766
197,1389.033
198,1383.876
199,1383.151
200,1383.876
201,1367.039
202,1349.434
203,1369.213
204,1333.322
205,1365.589
206,1353.867
207,1315.760
208,1334.089
209,1347.260
210,1320.875
211,1323.092
212,1341.378
213,1298.923
214,1315.036
215,1308.429
216,1290.100
217,1317.210
218,1279.870
219,1309.153
220,1277.653
221,1295.257
222,1304.763
223,1293.041
224,1263.757
225,1299.648
226,1268.872
227,1250.543
228,1259.324
229,1285.709
230,1273.987
231,1241.763
232,1273.987
233,1252.035
234,1224.158
235,1263.757
236,1235.880
237,1214.653
238,1235.880
239,1243.212
240,1230.041
241,1225.650
242,1209.538
243,1210.262
244,1205.147
245,1194.875
246,1198.541
247,1194.875
248,1186.819
249,1191.934
250,1169.214
251,1175.821
252,1184.602
253,1180.936
254,1185.369
255,1185.369
256,1191.934
257,1173.647
258,1155.318
259,1162.650
260,1203.656
261,1175.821
262,1185.369
263,1196.324
264,1208.813
265,1205.147
266,1204.380
267,1211.712
268,1208.046
269,1245.428
270,1244.704
271,1249.094
272,1270.322
273,1315.760
274,1335.538
275,1356.041
276,1379.485
277,1392.656
278,1409.536
279,1430.764
280,1465.930
281,1534.088
282,1545.809
283,1606.593
284,1654.206
285,1692.313
286,1754.589
287,1810.257
288,1854.204
289,1914.306
290,1986.812
291,2027.093
292,2060.809
293,2113.537
294,2169.248
295,2202.198
296,2221.976
297,2238.813
298,2231.524
299,2253.476
300,2231.524
301,2205.864
302,2200.024
303,2160.425
304,2106.248
305,2050.537
306,2018.312
307,1931.143
308,1855.696
309,1801.477
310,1712.091
311,1633.703
312,1575.818
313,1489.373
314,1421.258
315,1386.817
316,1293.766
317,1250.543
318,1188.268
319,1161.925
320,1114.270
