'Elapsed time','wrist_ppg'
'hh:mm:ss.mmm','mV'
'0:00.000',1458.598
'0:00.004',1443.977
'0:00.008',1431.488
'0:00.012',1429.314
'0:00.016',1446.876
'0:00.020',1433.705
'0:00.023',1409.536
'0:00.027',1434.429
'0:00.031',1436.646
'0:00.035',1423.432
'0:00.039',1373.646
'0:00.043',1397.090
'0:00.047',1389.758
'0:00.051',1358.982
'0:00.055',1324.541
'0:00.059',1356.766
'0:00.063',1311.370
'0:00.066',1325.266
'0:00.070',1325.266
'0:00.074',1284.260
'0:00.078',1312.095
'0:00.082',1262.265
'0:00.086',1288.651
'0:00.090',1276.204
'0:00.094',1255.701
'0:00.098',1247.602
'0:00.102',1238.821
'0:00.105',1277.653
'0:00.109',1255.701
'0:00.113',1243.979
'0:00.117',1267.380
'0:00.121',1264.482
'0:00.125',1251.268
'0:00.129',1288.651
'0:00.133',1250.543
'0:00.137',1294.490
'0:00.141',1268.872
'0:00.145',1305.488
'0:00.148',1289.375
'0:00.152',1319.426
'0:00.156',1329.656
'0:00.160',1300.373
'0:00.164',1342.870
'0:00.168',1308.429
'0:00.172',1325.266
'0:00.176',1344.319
'0:00.180',1356.041
'0:00.184',1376.544
'0:00.188',1338.480
'0:00.191',1386.817
'0:00.195',1353.867
'0:00.199',1380.935
'0:00.203',1401.480
'0:00.207',1403.654
'0:00.211',1408.812
'0:00.215',1397.814
'0:00.219',1387.541
'0:00.223',1381.702
'0:00.227',1389.758
'0:00.230',1412.477
'0:00.234',1427.098
'0:00.238',1421.258
'0:00.242',1445.427
'0:00.246',1438.095
'0:00.250',1450.542
'0:00.254',1452.034
'0:00.258',1433.705
'0:00.262',1417.592
'0:00.266',1455.699
'0:00.270',1428.590
'0:00.273',1432.980
'0:00.277',1451.266
'0:00.281',1425.649
'0:00.285',1398.539
'0:00.289',1434.429
'0:00.293',1409.536
'0:00.297',1386.092
'0:00.301',1356.041
'0:00.305',1338.480
'0:00.309',1350.926
'0:00.313',1311.370
'0:00.316',1295.257
'0:00.320',1304.763
'0:00.324',1304.038
'0:00.328',1289.375
'0:00.332',1251.268
'0:00.336',1240.313
'0:00.340',1231.490
'0:00.344',1261.541
'0:00.348',1252.760
'0:00.352',1245.428
'0:00.355',1235.156
'0:00.359',1227.824
'0:00.363',1230.041
'0:00.367',1205.872
'0:00.371',1183.153
'0:00.375',1191.209
'0:00.379',1192.658
'0:00.383',1186.819
'0:00.387',1191.209
'0:00.391',1179.487
'0:00.395',1163.375
'0:00.398',1174.372
'0:00.402',1142.147
'0:00.406',1145.770
'0:00.410',1167.040
'0:00.414',1136.989
'0:00.418',1147.262
'0:00.422',1131.150
'0:00.426',1155.318
'0:00.430',1171.431
'0:00.434',1175.097
'0:00.438',1174.372
'0:00.441',1186.094
'0:00.445',1190.484
'0:00.449',1209.538
'0:00.453',1210.987
'0:00.457',1246.153
'0:00.461',1255.701
'0:00.465',1278.378
'0:00.469',1300.373
'0:00.473',1362.648
'0:00.477',1405.146
'0:00.480',1462.988
'0:00.484',1485.708
'0:00.488',1512.093
'0:00.492',1564.820
'0:00.496',1626.371
'0:00.500',1682.807
'0:00.504',1698.920
'0:00.508',1723.088
'0:00.512',1764.819
'0:00.516',1797.811
'0:00.520',1790.479
'0:00.523',1832.252
'0:00.527',1823.429
'0:00.531',1813.923
'0:00.535',1795.594
'0:00.539',1799.260
'0:00.543',1765.586
'0:00.547',1767.760
'0:00.551',1718.698
'0:00.555',1690.864
'0:00.559',1671.810
'0:00.563',1636.644
'0:00.566',1630.037
'0:00.570',1556.040
'0:00.574',1534.812
'0:00.578',1520.874
'0:00.582',1451.266
'0:00.586',1462.264
'0:00.590',1421.983
'0:00.594',1406.595
'0:00.598',1345.044
'0:00.602',1350.926
'0:00.605',1301.097
'0:00.609',1318.701
'0:00.613',1272.538
'0:00.617',1288.651
'0:00.621',1301.822
'0:00.625',1263.757
'0:00.629',1306.979
'0:00.633',1307.704
'0:00.637',1295.257
'0:00.641',1349.434
'0:00.645',1341.378
'0:00.648',1352.376
'0:00.652',1387.541
'0:00.656',1441.761
'0:00.660',1421.983
'0:00.664',1479.143
'0:00.668',1494.489
'0:00.672',1485.708
'0:00.676',1512.093
'0:00.680',1542.868
'0:00.684',1536.986
'0:00.688',1534.812
'0:00.691',1551.649
'0:00.695',1585.366
'0:00.699',1556.040
'0:00.703',1539.927
'0:00.707',1553.866
'0:00.711',1573.644
'0:00.715',1529.654
'0:00.719',1553.866
'0:00.723',1519.424
'0:00.727',1536.261
'0:00.730',1495.256
'0:00.734',1473.986
'0:00.738',1457.873
'0:00.742',1443.210
'0:00.746',1435.921
'0:00.750',1429.314
'0:00.754',1410.261
'0:00.758',1403.654
'0:00.762',1408.044
'0:00.766',1419.766
'0:00.770',1389.033
'0:00.773',1383.876
'0:00.777',1383.151
'0:00.781',1383.876
'0:00.785',1367.039
'0:00.789',1349.434
'0:00.793',1369.213
'0:00.797',1333.322
'0:00.801',1365.589
'0:00.805',1353.867
'0:00.809',1315.760
'0:00.813',1334.089
'0:00.816',1347.260
'0:00.820',1320.875
'0:00.824',1323.092
'0:00.828',1341.378
'0:00.832',1298.923
'0:00.836',1315.036
'0:00.840',1308.429
'0:00.844',1290.100
'0:00.848',1317.210
'0:00.852',1279.870
'0:00.855',1309.153
'0:00.859',1277.653
