'sample interval','wrist_ppg'
'0.00390625 sec','mV'
0,1305.488
1,1325.990
2,1309.878
3,1295.982
4,1342.870
5,1312.095
6,1328.207
7,1346.536
8,1369.213
9,1399.263
10,1439.544
11,1457.873
12,1466.654
13,1479.868
14,1504.761
15,1550.925
16,1521.598
17,1545.809
18,1558.256
19,1578.034
20,1550.925
21,1573.644
22,1589.032
23,1575.818
24,1564.820
25,1589.032
26,1572.877
27,1556.764
28,1583.874
29,1589.032
30,1577.310
31,1564.820
32,1560.430
33,1572.877
34,1536.261
35,1562.647
36,1539.927
37,1560.430
38,1556.040
39,1553.098
40,1559.705
41,1590.481
42,1601.478
43,1594.871
44,1620.532
45,1595.596
46,1625.647
47,1630.762
48,1635.152
49,1649.815
50,1643.208
51,1632.254
52,1638.818
53,1654.930
54,1689.372
55,1686.431
56,1712.091
57,1725.262
58,1745.808
59,1764.094
60,1743.591
61,1781.698
62,1786.089
63,1821.255
64,1832.252
65,1882.039
66,1892.311
67,1895.977
68,1946.531
69,1963.368
70,2004.416
71,2016.863
72,2024.919
73,2073.256
74,2098.192
75,2093.034
76,2136.981
77,2132.591
78,2161.917
79,2176.580
80,2182.420
81,2187.535
82,2192.692
83,2191.925
84,2205.864
85,2208.805
86,2186.810
87,2206.588
88,2205.139
89,2198.532
90,2192.692
91,2190.476
92,2165.583
93,2181.695
94,2158.251
95,2164.091
96,2162.641
97,2161.192
98,2144.312
99,2122.360
100,2093.034
101,2100.366
102,2082.804
103,2057.868
104,2019.804
105,1999.983
106,1973.640
107,1963.368
108,1911.365
109,1864.477
110,1828.586
111,1794.870
112,1726.754
113,1671.810
114,1648.366
115,1565.588
116,1535.537
117,1446.876
118,1374.370
119,1301.097
120,1224.158
121,1195.599
122,1081.321
123,1048.371
124,956.769
125,887.162
126,809.541
127,757.496
128,668.153
129,619.773
130,547.267
131,453.491
132,446.160
133,368.496
134,309.162
135,286.443
136,258.608
137,230.774
138,206.605
139,183.161
140,153.110
141,180.220
142,142.838
143,190.493
144,195.608
145,220.501
146,227.833
147,269.606
148,252.001
149,285.718
150,325.274
151,373.611
152,422.716
153,479.834
154,527.489
155,562.655
156,591.214
157,613.209
158,665.212
159,741.383
160,754.597
161,821.988
162,855.662
163,896.710
164,927.486
165,927.486
166,997.818
167,992.660
168,1038.099
169,1070.323
170,1107.706
171,1129.658
172,1147.987
173,1156.768
174,1166.316
175,1188.992
176,1203.656
177,1197.091
178,1186.819
179,1194.875
180,1224.926
181,1249.094
182,1250.543
183,1234.431
184,1232.257
185,1246.153
186,1301.097
187,1273.987
188,1328.932
189,1318.701
190,1353.867
191,1389.758
192,1424.199
193,1442.486
194,1462.988
195,1506.978
196,1497.430
197,1551.649
198,1563.371
199,1612.476
200,1641.035
201,1650.540
202,1687.198
203,1743.591
204,1773.642
205,1779.482
206,1808.808
207,1835.151
208,1861.536
209,1856.421
210,1869.592
211,1881.314
212,1917.972
213,1893.760
214,1928.926
215,1912.814
216,1906.250
217,1911.365
218,1913.539
219,1927.477
220,1936.983
221,1936.258
222,1907.699
223,1934.809
224,1894.528
225,1909.873
226,1895.977
227,1904.758
228,1868.143
229,1869.592
230,1860.811
231,1863.028
232,1829.311
233,1851.306
234,1828.586
235,1802.201
236,1788.263
237,1775.816
238,1761.920
239,1787.538
240,1741.375
241,1721.597
242,1710.642
243,1699.645
244,1706.251
245,1676.925
246,1649.815
247,1613.200
248,1592.697
249,1567.762
250,1538.478
251,1509.152
252,1450.542
253,1430.039
254,1375.819
255,1363.373
256,1321.600
257,1271.814
258,1213.204
259,1136.989
260,1138.481
261,1067.382
262,1014.655
263,1002.208
264,988.994
265,959.710
266,934.817
267,898.884
268,857.154
269,884.988
270,835.159
271,874.715
272,830.769
273,873.266
274,878.381
275,861.544
276,877.657
277,884.988
278,904.766
279,949.438
280,965.550
281,980.213
282,1013.930
283,1053.486
284,1101.099
285,1095.984
286,1152.377
287,1168.490
288,1175.821
289,1245.428
290,1242.487
291,1271.814
292,1317.210
293,1312.095
294,1326.758
295,1340.654
296,1364.822
297,1380.210
298,1405.146
299,1413.927
300,1461.539
301,1483.534
302,1463.756
303,1518.700
304,1493.764
305,1534.812
306,1530.422
307,1534.088
308,1580.208
309,1588.264
310,1578.759
311,1578.034
312,1605.144
313,1610.259
