'Elapsed time','wrist_ppg'
'hh:mm:ss.mmm','mV'
'0:00.000',1271.776
'0:00.004',1267.387
'0:00.008',1254.219
'0:00.012',1286.435
'0:00.016',1257.159
'0:00.020',1287.927
'0:00.023',1315.754
'0:00.027',1344.305
'0:00.031',1350.910
'0:00.035',1362.629
'0:00.039',1378.013
'0:00.043',1389.007
'0:00.047',1377.288
'0:00.051',1388.283
'0:00.055',1364.121
'0:00.059',1375.072
'0:00.063',1372.899
'0:00.066',1398.553
'0:00.070',1392.672
'0:00.074',1364.845
'0:00.078',1387.558
'0:00.082',1418.326
'0:00.086',1421.991
'0:00.090',1398.553
'0:00.094',1434.434
'0:00.098',1404.391
'0:00.102',1445.428
'0:00.105',1473.980
'0:00.109',1438.823
'0:00.113',1475.471
'0:00.117',1495.969
'0:00.121',1517.958
'0:00.125',1504.747
'0:00.129',1511.352
'0:00.133',1528.185
'0:00.137',1573.612
'0:00.141',1548.001
'0:00.145',1582.433
'0:00.148',1562.617
'0:00.152',1616.098
'0:00.156',1588.271
'0:00.160',1586.098
'0:00.164',1610.260
'0:00.168',1610.984
'0:00.172',1616.098
'0:00.176',1600.714
'0:00.180',1638.811
'0:00.184',1594.152
'0:00.188',1629.308
'0:00.191',1618.314
'0:00.195',1586.098
'0:00.199',1586.822
'0:00.203',1608.811
'0:00.207',1573.612
'0:00.211',1537.731
'0:00.215',1526.736
'0:00.219',1506.239
'0:00.223',1503.298
'0:00.227',1515.017
'0:00.230',1481.309
'0:00.234',1421.991
'0:00.238',1417.601
'0:00.242',1388.283
'0:00.246',1386.067
'0:00.250',1342.856
'0:00.254',1284.986
'0:00.258',1262.997
'0:00.262',1243.224
'0:00.266',1227.116
'0:00.270',1146.533
'0:00.273',1151.647
'0:00.277',1136.263
'0:00.281',1095.950
'0:00.285',1052.015
'0:00.289',1013.193
'0:00.293',1001.474
'0:00.297',983.875
'0:00.301',965.551
'0:00.305',971.431
'0:00.309',964.826
'0:00.313',933.334
'0:00.316',914.286
'0:00.320',905.507
'0:00.324',926.729
'0:00.328',934.059
'0:00.332',926.729
'0:00.336',898.178
'0:00.340',954.599
'0:00.344',920.891
'0:00.348',961.886
'0:00.352',966.318
'0:00.355',972.880
'0:00.359',1023.463
'0:00.363',1041.020
'0:00.367',1063.734
'0:00.371',1073.279
'0:00.375',1066.674
'0:00.379',1101.831
'0:00.383',1096.717
'0:00.387',1142.144
'0:00.391',1175.084
'0:00.395',1172.911
'0:00.398',1161.917
'0:00.402',1197.073
'0:00.406',1241.008
'0:00.410',1217.571
'0:00.414',1248.338
'0:00.418',1278.381
'0:00.422',1300.370
'0:00.426',1293.765
'0:00.430',1286.435
'0:00.434',1301.094
'0:00.438',1351.635
'0:00.441',1372.175
'0:00.445',1351.635
'0:00.449',1391.223
'0:00.453',1393.397
'0:00.457',1406.607
'0:00.461',1388.283
'0:00.465',1438.823
'0:00.469',1397.786
'0:00.473',1432.218
'0:00.477',1428.553
'0:00.480',1413.937
'0:00.484',1427.829
'0:00.488',1461.536
'0:00.492',1412.445
'0:00.496',1445.428
'0:00.500',1410.272
'0:00.504',1402.942
'0:00.508',1422.715
'0:00.512',1372.899
'0:00.516',1399.277
'0:00.520',1360.456
'0:00.523',1335.527
'0:00.527',1370.683
'0:00.531',1362.629
'0:00.535',1339.916
'0:00.539',1340.640
'0:00.543',1322.359
'0:00.547',1301.819
'0:00.551',1286.435
'0:00.555',1306.975
'0:00.559',1300.370
'0:00.563',1290.824
'0:00.566',1280.597
'0:00.570',1258.608
'0:00.574',1284.262
'0:00.578',1258.608
'0:00.582',1276.932
'0:00.586',1275.441
'0:00.590',1283.537
'0:00.594',1278.381
'0:00.598',1286.435
'0:00.602',1284.986
'0:00.605',1271.051
'0:00.609',1267.387
'0:00.613',1274.716
'0:00.617',1284.262
'0:00.621',1277.657
'0:00.625',1299.645
'0:00.629',1276.208
'0:00.633',1262.273
'0:00.637',1281.321
'0:00.641',1294.489
'0:00.645',1266.662
'0:00.648',1273.267
'0:00.652',1277.657
'0:00.656',1296.705
'0:00.660',1294.489
'0:00.664',1276.208
'0:00.668',1271.051
'0:00.672',1264.489
'0:00.676',1248.338
'0:00.680',1290.824
'0:00.684',1292.316
'0:00.688',1288.651
'0:00.691',1253.494
'0:00.695',1283.537
'0:00.699',1259.332
'0:00.703',1273.992
'0:00.707',1308.424
'0:00.711',1295.256
'0:00.715',1297.430
'0:00.719',1279.105
'0:00.723',1280.597
'0:00.727',1295.981
'0:00.730',1304.035
'0:00.734',1292.316
'0:00.738',1296.705
'0:00.742',1304.035
'0:00.746',1353.126
'0:00.750',1356.024
'0:00.754',1360.456
'0:00.758',1344.305
'0:00.762',1356.024
'0:00.766',1352.402
'0:00.770',1340.640
'0:00.773',1333.353
'0:00.777',1345.797
'0:00.781',1326.024
'0:00.785',1301.819
'0:00.789',1269.602
'0:00.793',1266.662
'0:00.797',1287.927
'0:00.801',1264.489
'0:00.805',1221.235
'0:00.809',1241.775
'0:00.813',1212.457
'0:00.816',1235.895
'0:00.820',1230.057
'0:00.824',1259.332
'0:00.828',1221.960
'0:00.832',1238.111
'0:00.836',1268.878
'0:00.840',1331.137
'0:00.844',1335.527
'0:00.848',1337.742
'0:00.852',1411.721
'0:00.855',1402.218
'0:00.859',1465.201
'0:00.863',1501.849
'0:00.867',1525.287
'0:00.871',1547.233
'0:00.875',1557.503
'0:00.879',1575.828
'0:00.883',1583.882
'0:00.887',1586.822
'0:00.891',1571.438
'0:00.895',1536.282
'0:00.898',1524.563
'0:00.902',1513.568
'0:00.906',1508.412
'0:00.910',1532.617
'0:00.914',1473.980
'0:00.918',1504.023
'0:00.922',1462.985
'0:00.926',1446.153
'0:00.930',1490.131
'0:00.934',1446.153
'0:00.938',1491.579
'0:00.941',1471.082
'0:00.945',1526.012
'0:00.949',1498.185
'0:00.953',1541.395
'0:00.957',1588.271
'0:00.961',1612.433
'0:00.965',1596.325
'0:00.969',1608.044
'0:00.973',1665.914
'0:00.977',1659.351
'0:00.980',1658.627
'0:00.984',1672.519
'0:00.988',1633.698
'0:00.992',1667.405
'0:00.996',1605.871
'0:01.000',1627.092
'0:01.004',1574.379
'0:01.008',1524.563
'0:01.012',1489.364
'0:01.016',1491.579
'0:01.020',1435.883
'0:01.023',1389.732
'0:01.027',1382.402
'0:01.031',1328.197
'0:01.035',1288.651
'0:01.039',1254.219
'0:01.043',1232.230
'0:01.047',1254.219
'0:01.051',1242.500
'0:01.055',1243.224
'0:01.059',1245.440
'0:01.063',1260.824
'0:01.066',1268.111
'0:01.070',1262.273
'0:01.074',1321.592
'0:01.078',1357.515
'0:01.082',1351.635
'0:01.086',1399.277
'0:01.090',1454.207
'0:01.094',1485.699
'0:01.098',1512.077
'0:01.102',1589.762
'0:01.105',1593.427
'0:01.109',1621.979
'0:01.113',1691.568
'0:01.117',1709.892
'0:01.121',1715.730
'0:01.125',1723.059
'0:01.129',1742.108
'0:01.133',1758.983
'0:01.137',1777.307
'0:01.141',1783.870
'0:01.145',1786.810
'0:01.148',1789.026
'0:01.152',1785.361
'0:01.156',1783.145
'0:01.160',1773.642
'0:01.164',1761.923
'0:01.168',1772.151
'0:01.172',1743.599
'0:01.176',1725.275
'0:01.180',1707.676
'0:01.184',1701.113
'0:01.188',1672.519
'0:01.191',1699.622
'0:01.195',1649.806
'0:01.199',1669.579
'0:01.203',1638.087
'0:01.207',1660.800
'0:01.211',1674.735
'0:01.215',1635.913
'0:01.219',1666.681
'0:01.223',1677.675
'0:01.227',1656.411
'0:01.230',1646.865
'0:01.234',1669.579
'0:01.238',1676.184
'0:01.242',1641.027
'0:01.246',1673.243
'0:01.250',1664.465
'0:01.254',1618.314
'0:01.258',1616.865
'0:01.262',1627.859
