'Elapsed time','wrist_ppg'
'hh:mm:ss.mmm','mV'
'0:00.000',694.546
'0:00.004',685.640
'0:00.008',677.573
'0:00.012',671.003
'0:00.016',666.440
'0:00.020',664.360
'0:00.023',664.980
'0:00.027',668.557
'0:00.031',675.237
'0:00.035',684.983
'0:00.039',697.795
'0:00.043',713.527
'0:00.047',731.851
'0:00.051',752.218
'0:00.055',774.119
'0:00.059',797.115
'0:00.063',820.877
'0:00.066',845.151
'0:00.070',869.643
'0:00.074',894.062
'0:00.078',918.153
'0:00.082',941.806
'0:00.086',964.984
'0:00.090',987.506
'0:00.094',1008.968
'0:00.098',1029.190
'0:00.102',1048.098
'0:00.105',1065.545
'0:00.109',1081.569
'0:00.113',1096.279
'0:00.117',1110.040
'0:00.121',1123.290
'0:00.125',1136.394
'0:00.129',1149.389
'0:00.133',1162.237
'0:00.137',1174.794
'0:00.141',1186.949
'0:00.145',1198.812
'0:00.148',1210.528
'0:00.152',1222.172
'0:00.156',1233.853
'0:00.160',1245.606
'0:00.164',1257.433
'0:00.168',1269.295
'0:00.172',1281.049
'0:00.176',1292.656
'0:00.180',1304.118
'0:00.184',1315.470
'0:00.188',1326.785
'0:00.191',1337.991
'0:00.195',1348.978
'0:00.199',1359.746
'0:00.203',1370.295
'0:00.207',1380.515
'0:00.211',1390.334
'0:00.215',1399.605
'0:00.219',1408.365
'0:00.223',1416.688
'0:00.227',1424.718
'0:00.230',1432.529
'0:00.234',1440.267
'0:00.238',1447.860
'0:00.242',1455.270
'0:00.246',1462.424
'0:00.250',1469.249
'0:00.254',1475.601
'0:00.258',1481.331
'0:00.262',1486.442
'0:00.266',1490.968
'0:00.270',1494.873
'0:00.273',1498.195
'0:00.277',1501.042
'0:00.281',1503.561
'0:00.285',1506.116
'0:00.289',1508.780
'0:00.293',1511.737
'0:00.297',1515.132
'0:00.301',1519.220
'0:00.305',1524.293
'0:00.309',1530.535
'0:00.313',1537.908
'0:00.316',1546.340
'0:00.320',1555.539
'0:00.324',1565.065
'0:00.328',1574.483
'0:00.332',1583.133
'0:00.336',1590.507
'0:00.340',1596.310
'0:00.344',1600.435
'0:00.348',1602.954
'0:00.352',1604.012
'0:00.355',1603.866
'0:00.359',1602.917
'0:00.363',1601.786
'0:00.367',1600.983
'0:00.371',1600.946
'0:00.375',1601.822
'0:00.379',1603.720
'0:00.383',1606.494
'0:00.387',1609.816
'0:00.391',1613.466
'0:00.395',1617.189
'0:00.398',1621.095
'0:00.402',1625.402
'0:00.406',1630.512
'0:00.410',1636.790
'0:00.414',1644.456
'0:00.418',1653.544
'0:00.422',1664.130
'0:00.426',1676.321
'0:00.430',1690.301
'0:00.434',1706.070
'0:00.438',1723.700
'0:00.441',1743.119
'0:00.445',1764.362
'0:00.449',1787.358
'0:00.453',1811.851
'0:00.457',1837.511
'0:00.461',1864.157
'0:00.465',1891.606
'0:00.469',1919.712
'0:00.473',1948.292
'0:00.477',1977.055
'0:00.480',2005.709
'0:00.484',2033.961
'0:00.488',2061.373
'0:00.492',2087.545
'0:00.496',2112.037
'0:00.500',2134.449
'0:00.504',2154.415
'0:00.508',2171.753
'0:00.512',2186.317
'0:00.516',2198.180
'0:00.520',2207.269
'0:00.523',2213.547
'0:00.527',2216.942
'0:00.531',2217.526
'0:00.535',2215.190
'0:00.539',2209.970
'0:00.543',2201.794
'0:00.547',2190.661
'0:00.551',2176.681
'0:00.555',2159.927
'0:00.559',2140.399
'0:00.563',2118.279
'0:00.566',2093.823
'0:00.570',2067.505
'0:00.574',2039.655
'0:00.578',2010.673
'0:00.582',1980.851
'0:00.586',1950.373
'0:00.590',1919.493
'0:00.594',1888.321
'0:00.598',1857.149
'0:00.602',1825.977
'0:00.605',1794.841
'0:00.609',1763.778
'0:00.613',1732.789
'0:00.617',1702.018
'0:00.621',1671.540
'0:00.625',1641.390
'0:00.629',1611.750
'0:00.633',1582.695
'0:00.637',1554.334
'0:00.641',1526.666
'0:00.645',1499.509
'0:00.648',1472.827
'0:00.652',1446.546
'0:00.656',1420.885
'0:00.660',1396.101
'0:00.664',1372.448
'0:00.668',1350.000
'0:00.672',1328.902
'0:00.676',1309.155
'0:00.680',1290.758
'0:00.684',1273.676
'0:00.688',1257.944
'0:00.691',1243.307
'0:00.695',1229.473
'0:00.699',1216.113
'0:00.703',1202.936
'0:00.707',1189.613
'0:00.711',1175.962
'0:00.715',1161.982
'0:00.719',1148.002
'0:00.723',1134.241
'0:00.727',1121.027
'0:00.730',1108.617
'0:00.734',1097.192
'0:00.738',1086.862
'0:00.742',1077.810
'0:00.746',1070.035
'0:00.750',1063.684
'0:00.754',1058.866
'0:00.758',1055.727
'0:00.762',1054.412
'0:00.766',1055.069
'0:00.770',1057.880
'0:00.773',1062.881
'0:00.777',1069.999
'0:00.781',1079.014
'0:00.785',1089.600
'0:00.789',1101.426
'0:00.793',1114.165
'0:00.797',1127.525
'0:00.801',1141.249
'0:00.805',1155.083
'0:00.809',1168.625
'0:00.813',1181.473
'0:00.816',1193.446
'0:00.820',1204.652
'0:00.824',1215.420
'0:00.828',1226.041
'0:00.832',1236.773
'0:00.836',1247.723
'0:00.840',1258.856
'0:00.844',1270.135
'0:00.848',1281.377
'0:00.852',1292.364
'0:00.855',1303.096
'0:00.859',1313.499
'0:00.863',1323.646
'0:00.867',1333.355
'0:00.871',1342.517
'0:00.875',1351.204
'0:00.879',1359.490
'0:00.883',1367.447
'0:00.887',1374.930
'0:00.891',1381.902
'0:00.895',1388.363
'0:00.898',1394.531
'0:00.902',1400.481
'0:00.906',1406.285
'0:00.910',1411.796
'0:00.914',1417.053
'0:00.918',1421.907
'0:00.922',1426.470
'0:00.926',1430.777
'0:00.930',1434.938
'0:00.934',1439.063
'0:00.938',1443.188
'0:00.941',1447.239
'0:00.945',1451.181
'0:00.949',1454.941
'0:00.953',1458.445
'0:00.957',1461.621
'0:00.961',1464.249
'0:00.965',1466.220
'0:00.969',1467.351
'0:00.973',1467.570
'0:00.977',1466.950
'0:00.980',1465.599
'0:00.984',1463.701
'0:00.988',1461.329
'0:00.992',1458.737
'0:00.996',1456.146
'0:01.000',1453.773
'0:01.004',1451.765
'0:01.008',1450.196
'0:01.012',1448.991
'0:01.016',1448.115
'0:01.020',1447.531
'0:01.023',1447.093
'0:01.027',1446.509
'0:01.031',1445.341
'0:01.035',1443.334
'0:01.039',1440.340
'0:01.043',1436.289
'0:01.047',1431.142
'0:01.051',1425.083
'0:01.055',1418.294
'0:01.059',1411.212
'0:01.063',1403.985
'0:01.066',1396.721
'0:01.070',1389.385
'0:01.074',1381.865
'0:01.078',1374.054
'0:01.082',1365.841
'0:01.086',1357.081
'0:01.090',1347.773
'0:01.094',1338.100
'0:01.098',1328.428
'0:01.102',1319.156
'0:01.105',1310.505
'0:01.109',1302.804
'0:01.113',1296.306
'0:01.117',1291.160
'0:01.121',1287.437
'0:01.125',1285.210
'0:01.129',1284.371
