'Elapsed time','wrist_ppg'
'hh:mm:ss.mmm','mV'
'0:00.000',1350.186
'0:00.004',1362.629
'0:00.008',1374.348
'0:00.012',1375.839
'0:00.016',1395.612
'0:00.020',1402.218
'0:00.023',1408.056
'0:00.027',1419.775
'0:00.031',1411.721
'0:00.035',1416.110
'0:00.039',1407.331
'0:00.043',1453.482
'0:00.047',1435.158
'0:00.051',1445.428
'0:00.055',1458.596
'0:00.059',1450.542
'0:00.063',1495.244
'0:00.066',1474.704
'0:00.070',1518.682
'0:00.074',1498.185
'0:00.078',1513.568
'0:00.082',1504.747
'0:00.086',1556.055
'0:00.090',1521.622
'0:00.094',1569.947
'0:00.098',1539.179
'0:00.102',1583.882
'0:00.105',1555.330
'0:00.109',1602.930
'0:00.113',1570.714
'0:00.117',1575.828
'0:00.121',1602.930
'0:00.125',1627.092
'0:00.129',1588.995
'0:00.133',1613.925
'0:00.137',1627.859
'0:00.141',1594.152
'0:00.145',1619.038
'0:00.148',1618.314
'0:00.152',1602.930
'0:00.156',1614.649
'0:00.160',1630.033
'0:00.164',1615.373
'0:00.168',1590.487
'0:00.172',1617.589
'0:00.176',1575.828
'0:00.180',1581.666
'0:00.184',1589.762
'0:00.188',1576.552
'0:00.191',1561.168
'0:00.195',1573.612
'0:00.199',1543.569
'0:00.203',1530.401
'0:00.207',1536.282
'0:00.211',1557.503
'0:00.215',1515.017
'0:00.219',1533.341
'0:00.223',1518.682
'0:00.227',1513.568
'0:00.230',1483.525
'0:00.234',1492.304
'0:00.238',1505.514
'0:00.242',1478.369
'0:00.246',1489.364
'0:00.250',1471.082
'0:00.254',1506.963
'0:00.258',1471.806
'0:00.262',1465.926
'0:00.266',1500.358
'0:00.270',1479.136
'0:00.273',1481.309
'0:00.277',1497.418
'0:00.281',1485.699
'0:00.285',1477.645
'0:00.289',1452.034
'0:00.293',1453.482
'0:00.297',1485.699
'0:00.301',1487.915
'0:00.305',1470.315
'0:00.309',1467.417
'0:00.313',1449.093
'0:00.316',1482.801
'0:00.320',1490.131
'0:00.324',1476.920
'0:00.328',1460.812
'0:00.332',1449.818
'0:00.336',1452.034
'0:00.340',1493.753
'0:00.344',1463.752
'0:00.348',1475.471
'0:00.352',1478.369
'0:00.355',1494.520
'0:00.359',1490.855
'0:00.363',1451.266
'0:00.367',1473.255
'0:00.371',1489.364
'0:00.375',1450.542
'0:00.379',1481.309
'0:00.383',1465.201
'0:00.387',1471.806
'0:00.391',1458.596
'0:00.395',1435.158
'0:00.398',1430.045
'0:00.402',1445.428
'0:00.406',1460.088
'0:00.410',1460.812
'0:00.414',1456.423
'0:00.418',1439.548
'0:00.422',1446.153
'0:00.426',1437.374
'0:00.430',1416.110
'0:00.434',1457.872
'0:00.438',1440.272
'0:00.441',1428.553
'0:00.445',1422.715
'0:00.449',1422.715
'0:00.453',1424.164
'0:00.457',1426.380
'0:00.461',1438.099
'0:00.465',1441.039
'0:00.469',1460.088
'0:00.473',1477.645
'0:00.477',1464.477
'0:00.480',1475.471
'0:00.484',1471.806
'0:00.488',1510.628
'0:00.492',1476.196
'0:00.496',1488.639
'0:00.500',1474.704
'0:00.504',1484.974
'0:00.508',1516.466
'0:00.512',1509.136
'0:00.516',1489.364
'0:00.520',1504.023
'0:00.523',1479.861
'0:00.527',1473.980
'0:00.531',1490.131
'0:00.535',1493.028
'0:00.539',1473.980
'0:00.543',1512.801
'0:00.547',1473.980
'0:00.551',1498.909
'0:00.555',1490.855
'0:00.559',1479.861
'0:00.563',1460.812
'0:00.566',1484.974
'0:00.570',1493.753
'0:00.574',1451.266
'0:00.578',1457.147
'0:00.582',1484.250
'0:00.586',1470.315
'0:00.590',1462.261
'0:00.594',1424.888
'0:00.598',1423.439
'0:00.602',1409.505
'0:00.605',1414.661
'0:00.609',1410.272
'0:00.613',1356.791
'0:00.617',1380.229
'0:00.621',1319.418
'0:00.625',1331.862
'0:00.629',1305.484
'0:00.633',1277.657
'0:00.637',1253.494
'0:00.641',1213.906
'0:00.645',1178.025
'0:00.648',1167.030
'0:00.652',1141.377
'0:00.656',1112.101
'0:00.660',1046.901
'0:00.664',1068.123
'0:00.668',1030.026
'0:00.672',1027.853
'0:00.676',1008.080
'0:00.680',993.420
'0:00.684',994.145
'0:00.688',989.756
'0:00.691',965.551
'0:00.695',992.653
'0:00.699',986.091
'0:00.703',997.085
'0:00.707',1036.631
'0:00.711',1028.577
'0:00.715',1059.344
'0:00.719',1082.782
'0:00.723',1071.788
'0:00.727',1120.155
'0:00.730',1168.479
'0:00.734',1195.624
'0:00.738',1185.354
'0:00.742',1241.775
'0:00.746',1299.645
'0:00.750',1330.413
'0:00.754',1367.785
'0:00.758',1376.564
'0:00.762',1392.672
'0:00.766',1462.985
'0:00.770',1481.309
'0:00.773',1491.579
'0:00.777',1538.455
'0:00.781',1561.893
'0:00.785',1579.492
'0:00.789',1603.655
'0:00.793',1629.308
'0:00.797',1649.081
'0:00.801',1661.525
'0:00.805',1668.130
'0:00.809',1698.173
'0:00.813',1703.286
'0:00.816',1703.286
'0:00.820',1707.676
'0:00.824',1701.838
'0:00.828',1696.724
'0:00.832',1688.627
'0:00.836',1665.189
'0:00.840',1640.303
'0:00.844',1636.638
'0:00.848',1632.973
'0:00.852',1571.438
'0:00.855',1575.103
'0:00.859',1545.060
'0:00.863',1553.839
'0:00.867',1532.617
'0:00.871',1518.682
'0:00.875',1493.753
'0:00.879',1476.920
'0:00.883',1428.553
'0:00.887',1414.661
'0:00.891',1427.104
'0:00.895',1378.737
'0:00.898',1393.397
'0:00.902',1360.456
'0:00.906',1385.342
'0:00.910',1342.132
'0:00.914',1375.072
'0:00.918',1332.586
'0:00.922',1364.845
'0:00.926',1336.251
'0:00.930',1354.575
'0:00.934',1323.808
'0:00.938',1356.791
'0:00.941',1327.472
'0:00.945',1353.126
'0:00.949',1315.754
'0:00.953',1343.581
'0:00.957',1321.592
'0:00.961',1323.808
'0:00.965',1321.592
'0:00.969',1298.921
'0:00.973',1337.742
'0:00.977',1330.413
'0:00.980',1287.927
'0:00.984',1329.688
'0:00.988',1309.873
'0:00.992',1282.046
'0:00.996',1319.418
'0:01.000',1279.105
'0:01.004',1316.478
'0:01.008',1284.262
'0:01.012',1270.327
'0:01.016',1315.754
'0:01.020',1302.543
'0:01.023',1321.592
'0:01.027',1301.094
'0:01.031',1295.981
'0:01.035',1329.688
'0:01.039',1347.970
'0:01.043',1361.905
'0:01.047',1366.294
'0:01.051',1348.737
'0:01.055',1371.408
'0:01.059',1352.402
'0:01.063',1364.845
'0:01.066',1384.618
'0:01.070',1371.408
'0:01.074',1410.272
'0:01.078',1422.715
'0:01.082',1432.218
'0:01.086',1428.553
'0:01.090',1434.434
'0:01.094',1433.709
'0:01.098',1432.218
'0:01.102',1439.548
'0:01.105',1410.272
'0:01.109',1399.277
'0:01.113',1405.115
'0:01.117',1441.764
'0:01.121',1441.039
'0:01.125',1432.985
'0:01.129',1416.834
'0:01.133',1417.601
'0:01.137',1397.061
'0:01.141',1397.786
'0:01.145',1403.667
'0:01.148',1410.272
'0:01.152',1427.104
'0:01.156',1428.553
'0:01.160',1429.320
'0:01.164',1424.888
'0:01.168',1388.283
'0:01.172',1402.218
'0:01.176',1372.899
'0:01.180',1376.564
'0:01.184',1380.953
'0:01.188',1402.942
'0:01.191',1405.840
'0:01.195',1386.067
'0:01.199',1367.018
'0:01.203',1370.683
'0:01.207',1400.002
'0:01.211',1390.456
'0:01.215',1399.277
'0:01.219',1393.397
'0:01.223',1367.018
'0:01.227',1363.354
'0:01.230',1400.002
'0:01.234',1406.607
'0:01.238',1400.002
'0:01.242',1375.839
'0:01.246',1408.056
'0:01.250',1428.553
'0:01.254',1399.277
'0:01.258',1430.045
'0:01.262',1448.369
'0:01.266',1453.482
'0:01.270',1433.709
'0:01.273',1431.494
'0:01.277',1467.417
'0:01.281',1475.471
'0:01.285',1470.315
'0:01.289',1453.482
'0:01.293',1449.093
'0:01.297',1418.326
'0:01.301',1435.158
'0:01.305',1435.158
'0:01.309',1428.553
'0:01.313',1420.499
'0:01.316',1410.272
'0:01.320',1394.121
'0:01.324',1353.126
'0:01.328',1361.905
'0:01.332',1376.564
'0:01.336',1372.175
'0:01.340',1379.504
'0:01.344',1350.186
'0:01.348',1329.688
'0:01.352',1342.856
'0:01.355',1344.305
'0:01.359',1353.126
'0:01.363',1367.785
'0:01.367',1362.629
'0:01.371',1311.364
'0:01.375',1343.581
'0:01.379',1303.310
'0:01.383',1328.921
'0:01.387',1314.305
'0:01.391',1276.932
'0:01.395',1287.927
'0:01.398',1308.424
'0:01.402',1301.094
'0:01.406',1261.548
'0:01.410',1258.608
'0:01.414',1279.872
'0:01.418',1268.878
'0:01.422',1281.321
'0:01.426',1319.418
'0:01.430',1334.078
'0:01.434',1356.024
'0:01.438',1369.959
'0:01.441',1398.553
'0:01.445',1425.655
'0:01.449',1411.721
'0:01.453',1443.937
'0:01.457',1460.088
'0:01.461',1502.574
'0:01.465',1501.849
'0:01.469',1520.898
'0:01.473',1544.336
'0:01.477',1543.569
'0:01.480',1566.282
'0:01.484',1583.157
'0:01.488',1567.773
'0:01.492',1554.563
'0:01.496',1561.893
'0:01.500',1558.995
'0:01.504',1565.558
'0:01.508',1506.963
'0:01.512',1528.185
'0:01.516',1474.704
'0:01.520',1467.417
'0:01.523',1468.142
'0:01.527',1428.553
'0:01.531',1451.266
'0:01.535',1400.726
'0:01.539',1404.391
'0:01.543',1389.007
'0:01.547',1379.504
'0:01.551',1361.180
'0:01.555',1327.472
'0:01.559',1295.981
'0:01.563',1313.538
'0:01.566',1299.645
'0:01.570',1251.278
'0:01.574',1226.392
'0:01.578',1246.889
'0:01.582',1195.624
'0:01.586',1225.625
'0:01.590',1211.008
'0:01.594',1197.073
'0:01.598',1182.414
'0:01.602',1161.917
'0:01.605',1134.814
'0:01.609',1125.268
'0:01.613',1124.544
'0:01.617',1129.658
'0:01.621',1116.490
'0:01.625',1103.280
'0:01.629',1097.441
'0:01.633',1102.555
'0:01.637',1112.825
'0:01.641',1117.214
'0:01.645',1118.663
'0:01.648',1122.328
'0:01.652',1128.933
'0:01.656',1130.382
'0:01.660',1134.047
'0:01.664',1134.047
'0:01.668',1127.484
'0:01.672',1134.814
'0:01.676',1138.479
'0:01.680',1148.706
'0:01.684',1150.198
'0:01.688',1139.928
'0:01.691',1139.203
'0:01.695',1180.965
'0:01.699',1178.025
'0:01.703',1177.300
'0:01.707',1223.451
'0:01.711',1213.181
'0:01.715',1261.548
'0:01.719',1246.165
'0:01.723',1306.975
'0:01.727',1315.754
'0:01.730',1344.305
'0:01.734',1347.245
'0:01.738',1418.326
'0:01.742',1432.218
'0:01.746',1435.158
'0:01.750',1491.579
'0:01.754',1499.634
'0:01.758',1550.898
'0:01.762',1577.276
'0:01.766',1611.709
'0:01.770',1621.979
'0:01.773',1623.428
'0:01.777',1621.254
'0:01.781',1675.459
'0:01.785',1663.016
'0:01.789',1663.740
'0:01.793',1649.806
'0:01.797',1648.357
'0:01.801',1671.795
'0:01.805',1684.238
'0:01.809',1665.914
'0:01.813',1663.016
'0:01.816',1643.968
'0:01.820',1654.962
'0:01.824',1638.087
'0:01.828',1597.049
'0:01.832',1591.936
'0:01.836',1581.666
'0:01.840',1577.276
'0:01.844',1588.995
'0:01.848',1567.773
'0:01.852',1526.012
'0:01.855',1523.796
'0:01.859',1550.898
'0:01.863',1499.634
'0:01.867',1529.676
'0:01.871',1487.915
'0:01.875',1489.364
'0:01.879',1498.909
'0:01.883',1464.477
'0:01.887',1477.645
'0:01.891',1476.920
'0:01.895',1441.039
'0:01.898',1433.709
'0:01.902',1468.866
'0:01.906',1431.494
'0:01.910',1426.380
'0:01.914',1446.877
'0:01.918',1449.818
'0:01.922',1424.888
'0:01.926',1409.505
'0:01.930',1407.331
'0:01.934',1409.505
'0:01.938',1426.380
'0:01.941',1424.164
'0:01.945',1422.715
'0:01.949',1426.380
'0:01.953',1430.045
'0:01.957',1462.985
'0:01.961',1421.991
'0:01.965',1457.872
'0:01.969',1469.591
'0:01.973',1459.321
'0:01.977',1447.602
'0:01.980',1441.039
'0:01.984',1442.488
'0:01.988',1455.698
'0:01.992',1476.196
'0:01.996',1443.937
'0:02.000',1473.980
'0:02.004',1445.428
'0:02.008',1478.369
'0:02.012',1476.196
'0:02.016',1486.466
'0:02.020',1447.602
'0:02.023',1465.201
'0:02.027',1468.142
'0:02.031',1449.093
'0:02.035',1483.525
'0:02.039',1441.039
'0:02.043',1475.471
'0:02.047',1435.883
'0:02.051',1476.196
'0:02.055',1447.602
'0:02.059',1431.494
'0:02.063',1461.536
'0:02.066',1452.034
'0:02.070',1441.039
'0:02.074',1439.548
'0:02.078',1429.320
'0:02.082',1416.110
'0:02.086',1436.650
'0:02.090',1424.888
'0:02.094',1408.780
'0:02.098',1440.272
'0:02.102',1441.764
'0:02.105',1410.272
'0:02.109',1458.596
'0:02.113',1424.164
'0:02.117',1452.758
'0:02.121',1438.823
'0:02.125',1430.769
'0:02.129',1465.201
'0:02.133',1436.650
'0:02.137',1429.320
'0:02.141',1465.926
'0:02.145',1429.320
'0:02.148',1471.082
'0:02.152',1434.434
'0:02.156',1448.369
'0:02.160',1469.591
'0:02.164',1430.769
'0:02.168',1465.926
'0:02.172',1417.601
'0:02.176',1454.207
'0:02.180',1419.050
'0:02.184',1391.223
'0:02.188',1373.624
'0:02.191',1362.629
'0:02.195',1360.456
'0:02.199',1343.581
'0:02.203',1289.375
'0:02.207',1251.278
'0:02.211',1260.824
'0:02.215',1222.727
'0:02.219',1182.414
'0:02.223',1166.306
'0:02.227',1136.987
'0:02.230',1098.166
'0:02.234',1069.614
'0:02.238',1091.561
'0:02.242',1061.518
'0:02.246',1068.847
'0:02.250',1070.339
'0:02.254',1043.236
'0:02.258',1092.328
'0:02.262',1105.496
'0:02.266',1087.896
'0:02.270',1106.944
'0:02.273',1144.317
'0:02.277',1200.738
'0:02.281',1218.295
'0:02.285',1246.165
'0:02.289',1241.008
'0:02.293',1308.424
