'sample interval','wrist_ppg'
'0.00390625 sec','mV'
0,1799.270
1,1793.418
2,1844.688
3,1825.629
4,1820.516
5,1854.942
6,1839.575
7,1831.508
8,1850.539
9,1849.090
10,1865.196
11,1831.508
12,1864.457
13,1836.621
14,1797.793
15,1826.368
16,1791.204
17,1755.301
18,1735.532
19,1717.950
20,1693.778
21,1675.458
22,1687.899
23,1634.442
24,1605.130
25,1605.868
26,1561.899
27,1528.950
28,1534.802
29,1519.407
30,1487.169
31,1468.138
32,1421.243
33,1392.669
34,1421.243
35,1358.243
36,1390.482
37,1358.982
38,1391.931
39,1386.079
40,1340.661
41,1377.302
42,1361.907
43,1363.357
44,1384.603
45,1413.915
46,1373.638
47,1378.751
48,1429.310
49,1434.423
50,1424.169
51,1430.759
52,1421.982
53,1421.243
54,1364.095
55,1384.603
56,1350.177
57,1353.103
58,1302.572
59,1323.079
60,1269.595
61,1232.955
62,1197.080
63,1183.162
64,1164.841
65,1104.767
66,1086.447
67,1051.283
68,1010.268
69,996.350
70,980.217
71,954.568
72,948.717
73,931.135
74,911.365
75,921.619
76,942.127
77,956.045
78,972.150
79,975.815
80,970.701
81,1047.619
82,1075.455
83,1065.939
84,1114.283
85,1160.439
86,1178.021
87,1257.154
88,1252.751
89,1329.669
90,1316.490
91,1383.892
92,1419.056
93,1422.720
94,1423.431
95,1490.833
96,1456.407
97,1517.958
98,1479.841
99,1520.884
100,1512.817
101,1488.646
102,1528.212
103,1491.571
104,1477.653
105,1499.638
106,1474.728
107,1452.743
108,1447.630
109,1457.146
110,1430.759
111,1386.079
112,1375.087
113,1369.236
114,1398.548
115,1339.923
116,1369.236
117,1387.556
118,1343.587
119,1342.849
120,1367.759
121,1408.802
122,1420.505
123,1402.185
124,1399.997
125,1424.169
126,1448.341
127,1516.481
128,1530.399
129,1518.669
130,1593.399
131,1570.704
132,1600.727
133,1621.235
134,1646.884
135,1665.942
136,1684.973
137,1723.090
138,1717.950
139,1734.793
140,1753.852
141,1750.926
142,1770.696
143,1794.868
144,1757.516
145,1758.965
146,1765.555
147,1752.375
148,1751.637
149,1780.211
150,1738.458
151,1715.762
152,1701.844
153,1709.145
154,1717.950
155,1665.204
156,1632.966
157,1661.540
158,1624.899
159,1577.294
160,1559.712
161,1547.243
162,1527.474
163,1503.302
164,1485.720
165,1479.130
166,1452.005
167,1462.259
168,1406.587
169,1446.153
170,1420.505
171,1396.333
172,1370.685
173,1345.775
174,1386.079
175,1357.505
176,1320.154
177,1323.079
178,1336.997
179,1293.767
180,1276.923
181,1291.580
182,1298.169
183,1257.865
184,1298.908
185,1246.162
186,1297.431
187,1247.611
188,1301.095
189,1260.080
190,1294.505
191,1312.826
192,1317.939
193,1279.111
194,1282.064
195,1289.365
196,1316.490
197,1328.193
198,1311.349
199,1291.580
200,1287.915
201,1289.365
202,1295.244
203,1336.997
204,1333.333
205,1311.349
206,1346.513
207,1332.595
208,1289.365
209,1310.611
210,1326.744
211,1319.415
212,1263.005
213,1280.587
214,1256.416
215,1249.087
216,1276.185
217,1232.955
218,1267.408
219,1222.701
220,1263.005
221,1231.505
222,1218.326
223,1273.998
224,1263.005
225,1235.169
226,1293.029
227,1279.111
228,1254.201
229,1295.982
