'Elapsed time','wrist_ppg'
'hh:mm:ss.mmm','mV'
'0:00.000',1220.715
'0:00.004',1219.814
'0:00.008',1218.984
'0:00.012',1218.315
'0:00.016',1217.811
'0:00.020',1217.374
'0:00.023',1216.880
'0:00.027',1216.269
'0:00.031',1215.533
'0:00.035',1214.682
'0:00.039',1213.755
'0:00.043',1212.803
'0:00.047',1211.893
'0:00.051',1211.076
'0:00.055',1210.390
'0:00.059',1209.873
'0:00.063',1209.530
'0:00.066',1209.389
'0:00.070',1209.459
'0:00.074',1209.731
'0:00.078',1210.131
'0:00.082',1210.575
'0:00.086',1211.005
'0:00.090',1211.378
'0:00.094',1211.671
'0:00.098',1211.886
'0:00.102',1212.054
'0:00.105',1212.208
'0:00.109',1212.373
'0:00.113',1212.561
'0:00.117',1212.783
'0:00.121',1213.066
'0:00.125',1213.442
'0:00.129',1213.916
'0:00.133',1214.454
'0:00.137',1214.988
'0:00.141',1215.435
'0:00.145',1215.714
'0:00.148',1215.795
'0:00.152',1215.694
'0:00.156',1215.459
'0:00.160',1215.119
'0:00.164',1214.679
'0:00.168',1214.158
'0:00.172',1213.623
'0:00.176',1213.153
'0:00.180',1212.817
'0:00.184',1212.629
'0:00.188',1212.561
'0:00.191',1212.558
'0:00.195',1212.585
'0:00.199',1212.635
'0:00.203',1212.686
'0:00.207',1212.719
'0:00.211',1212.726
'0:00.215',1212.709
'0:00.219',1212.696
'0:00.223',1212.692
'0:00.227',1212.703
'0:00.230',1212.753
'0:00.234',1212.864
'0:00.238',1213.032
'0:00.242',1213.257
'0:00.246',1213.536
'0:00.250',1213.862
'0:00.254',1214.252
'0:00.258',1214.699
'0:00.262',1215.166
'0:00.266',1215.640
'0:00.270',1216.114
'0:00.273',1216.561
'0:00.277',1216.924
'0:00.281',1217.149
'0:00.285',1217.230
'0:00.289',1217.247
'0:00.293',1217.284
'0:00.297',1217.378
'0:00.301',1217.509
'0:00.305',1217.667
'0:00.309',1217.842
'0:00.313',1217.966
'0:00.316',1217.959
'0:00.320',1217.794
'0:00.324',1217.529
'0:00.328',1217.240
'0:00.332',1216.941
'0:00.336',1216.601
'0:00.340',1216.181
'0:00.344',1215.660
'0:00.348',1215.032
'0:00.352',1214.349
'0:00.355',1213.687
'0:00.359',1213.113
'0:00.363',1212.676
'0:00.367',1212.454
'0:00.371',1212.494
'0:00.375',1212.773
'0:00.379',1213.187
'0:00.383',1213.634
'0:00.387',1214.097
'0:00.391',1214.655
'0:00.395',1215.375
'0:00.398',1216.228
'0:00.402',1217.095
'0:00.406',1217.825
'0:00.410',1218.315
'0:00.414',1218.534
'0:00.418',1218.544
'0:00.422',1218.443
'0:00.426',1218.319
'0:00.430',1218.228
'0:00.434',1218.221
'0:00.438',1218.268
'0:00.441',1218.295
'0:00.445',1218.235
'0:00.449',1218.080
'0:00.453',1217.838
'0:00.457',1217.489
'0:00.461',1217.011
'0:00.465',1216.416
'0:00.469',1215.758
'0:00.473',1215.082
'0:00.477',1214.447
'0:00.480',1213.929
'0:00.484',1213.610
'0:00.488',1213.570
'0:00.492',1213.849
'0:00.496',1214.430
'0:00.500',1215.243
'0:00.504',1216.151
'0:00.508',1216.984
'0:00.512',1217.586
'0:00.516',1217.889
'0:00.520',1217.936
'0:00.523',1217.805
'0:00.527',1217.583
'0:00.531',1217.314
'0:00.535',1217.038
'0:00.539',1216.823
'0:00.543',1216.773
'0:00.547',1216.934
'0:00.551',1217.274
'0:00.555',1217.704
'0:00.559',1218.194
'0:00.563',1218.762
'0:00.566',1219.438
'0:00.570',1220.171
'0:00.574',1220.826
'0:00.578',1221.266
'0:00.582',1221.411
'0:00.586',1221.253
'0:00.590',1220.870
'0:00.594',1220.403
'0:00.598',1220.023
'0:00.602',1219.865
'0:00.605',1219.949
'0:00.609',1220.167
'0:00.613',1220.349
'0:00.617',1220.315
'0:00.621',1219.946
'0:00.625',1219.193
'0:00.629',1218.094
'0:00.633',1216.769
'0:00.637',1215.401
'0:00.641',1214.155
'0:00.645',1213.133
