'sample interval','wrist_ppg'
'0.00390625 sec','mV'
0,1411.355
1,1403.096
2,1395.715
3,1389.979
4,1386.170
5,1384.156
6,1383.487
7,1383.623
8,1384.149
9,1384.787
10,1385.274
11,1385.382
12,1385.062
13,1384.428
14,1383.598
15,1382.668
16,1381.790
17,1381.204
18,1381.183
19,1381.898
20,1383.278
21,1385.076
22,1386.947
23,1388.571
24,1389.679
25,1390.139
26,1390.038
27,1389.589
28,1388.923
29,1388.003
30,1386.766
31,1385.362
32,1384.124
33,1383.319
34,1382.999
35,1383.069
36,1383.354
37,1383.650
38,1383.853
39,1383.992
40,1384.128
41,1384.239
42,1384.295
43,1384.285
44,1384.250
45,1384.327
46,1384.665
47,1385.355
48,1386.358
49,1387.574
50,1388.850
51,1390.038
52,1391.024
53,1391.693
54,1391.882
55,1391.547
56,1390.892
57,1390.205
58,1389.609
59,1388.982
60,1388.121
61,1386.940
62,1385.452
63,1383.689
64,1381.713
65,1379.716
66,1377.991
67,1376.782
68,1376.169
69,1376.040
70,1376.231
71,1376.629
72,1377.103
73,1377.441
74,1377.507
75,1377.378
76,1377.280
77,1377.371
78,1377.608
79,1377.887
80,1378.225
81,1378.719
82,1379.361
83,1379.984
84,1380.417
85,1380.598
86,1380.500
87,1380.117
88,1379.542
89,1378.915
90,1378.357
91,1377.977
92,1377.855
93,1377.925
94,1377.991
95,1377.915
96,1377.691
97,1377.395
98,1377.054
99,1376.688
100,1376.371
101,1376.207
102,1376.263
103,1376.569
104,1377.082
105,1377.705
106,1378.395
107,1379.190
108,1380.152
109,1381.263
110,1382.389
111,1383.420
112,1384.344
113,1385.138
114,1385.700
115,1385.874
116,1385.557
117,1384.818
118,1383.880
119,1382.929
120,1381.974
121,1380.971
122,1379.936
123,1378.946
124,1378.099
125,1377.601
126,1377.705
127,1378.542
128,1380.012
129,1381.776
130,1383.361
131,1384.354
132,1384.584
133,1384.107
134,1383.142
135,1382.044
136,1381.176
137,1380.748
138,1380.671
139,1380.615
140,1380.166
141,1379.030
142,1377.151
143,1374.761
144,1372.318
145,1370.314
146,1369.091
147,1368.708
148,1368.959
149,1369.492
150,1369.976
151,1370.231
152,1370.262
153,1370.109
154,1369.774
155,1369.251
156,1368.628
157,1368.073
158,1367.645
159,1367.230
160,1366.697
161,1365.972
162,1364.975
163,1363.676
164,1362.247
165,1360.982
166,1360.090
167,1359.574
168,1359.330
169,1359.240
170,1359.184
171,1359.079
172,1358.971
173,1358.971
174,1359.107
175,1359.389
176,1359.877
177,1360.595
178,1361.466
179,1362.411
180,1363.439
181,1364.575
182,1365.805
183,1367.056
184,1368.185
185,1369.101
186,1369.833
187,1370.457
188,1371.011
189,1371.419
190,1371.562
191,1371.325
192,1370.677
193,1369.722
194,1368.673
195,1367.749
196,1367.150
197,1367.052
198,1367.547
199,1368.628
200,1370.210
201,1372.067
202,1373.907
203,1375.548
204,1376.953
205,1378.036
206,1378.563
207,1378.273
208,1377.120
209,1375.350
210,1373.388
211,1371.624
212,1370.234
213,1369.237
214,1368.673
215,1368.621
216,1369.025
217,1369.614
218,1370.028
219,1370.077
220,1369.826
221,1369.446
222,1369.098
223,1368.959
224,1369.164
225,1369.687
226,1370.321
227,1370.886
228,1371.346
229,1371.739
230,1371.987
231,1371.942
232,1371.537
233,1370.788
234,1369.781
235,1368.767
236,1368.084
237,1367.924
238,1368.178
