'sample interval','wrist_ppg'
'0.00390625 sec','mV'
0,1133.339
1,1135.529
2,1142.133
3,1146.512
4,1147.995
5,1163.357
6,1170.702
7,1174.375
8,1179.495
9,1166.288
10,1225.651
11,1233.702
12,1212.443
13,1238.081
14,1240.306
15,1299.634
16,1273.996
17,1320.893
18,1353.841
19,1358.962
20,1383.152
21,1392.687
22,1430.756
23,1438.101
24,1441.739
25,1458.619
26,1468.118
27,1469.602
28,1491.567
29,1515.016
30,1550.189
31,1525.998
32,1573.637
33,1531.119
34,1584.620
35,1538.464
36,1565.550
37,1535.533
38,1575.085
39,1527.482
40,1544.326
41,1512.826
42,1529.671
43,1537.723
44,1491.567
45,1531.860
46,1478.395
47,1516.499
48,1496.688
49,1469.602
50,1455.688
51,1438.843
52,1416.100
53,1424.894
54,1417.584
55,1397.066
56,1393.393
57,1397.066
58,1396.324
59,1391.204
60,1336.255
61,1341.376
62,1343.600
63,1336.255
64,1345.790
65,1343.600
66,1327.462
67,1280.600
68,1275.444
69,1295.961
70,1316.479
71,1312.100
72,1282.048
73,1320.893
74,1285.720
75,1266.651
76,1298.151
77,1315.031
78,1312.100
79,1290.099
80,1267.392
81,1276.185
82,1324.531
83,1295.961
84,1290.841
85,1306.238
86,1343.600
87,1302.565
88,1301.824
89,1325.272
90,1314.290
91,1335.513
92,1333.324
93,1347.238
94,1368.497
95,1396.324
96,1399.256
97,1378.032
98,1376.549
99,1376.549
100,1421.963
101,1413.911
102,1417.584
103,1378.032
104,1399.997
105,1402.928
106,1372.170
107,1362.635
108,1361.893
109,1357.514
110,1353.841
111,1335.513
112,1338.444
113,1312.100
114,1271.807
115,1301.082
116,1294.514
117,1246.875
118,1243.944
119,1271.807
120,1264.461
121,1241.013
122,1211.737
123,1243.944
124,1248.358
125,1219.789
126,1232.961
127,1280.600
128,1279.117
129,1309.875
130,1331.134
131,1334.807
132,1417.584
133,1404.376
134,1493.756
135,1489.377
136,1556.051
137,1562.619
138,1599.275
139,1630.034
140,1664.465
141,1702.569
142,1760.449
143,1753.104
144,1818.329
145,1797.812
146,1810.243
147,1827.829
148,1827.087
149,1827.087
150,1824.898
151,1815.398
152,1801.449
153,1789.019
154,1775.105
155,1767.018
156,1761.897
157,1724.535
158,1700.380
159,1655.672
160,1638.827
161,1634.413
162,1577.275
163,1566.292
164,1570.706
165,1510.637
166,1490.119
167,1493.756
168,1440.291
169,1445.411
170,1392.687
171,1396.324
172,1392.687
173,1358.256
174,1338.444
175,1306.944
176,1295.961
177,1318.669
178,1326.014
179,1316.479
180,1298.151
181,1296.703
182,1281.306
183,1258.599
184,1233.702
185,1220.495
186,1238.823
187,1214.633
188,1209.512
189,1204.392
190,1204.392
191,1201.461
192,1217.564
193,1261.530
194,1266.651
195,1276.927
196,1279.117
197,1263.720
198,1265.944
199,1280.600
200,1294.514
201,1291.583
202,1306.238
203,1341.376
204,1378.738
205,1355.325
206,1402.928
207,1424.894
208,1421.963
209,1402.187
210,1453.463
211,1420.515
212,1430.756
213,1448.342
214,1450.532
215,1455.688
216,1486.446
217,1450.532
218,1487.188
219,1438.101
220,1452.015
221,1452.757
222,1453.463
223,1479.136
224,1477.653
225,1427.119
226,1466.670
227,1450.532
228,1412.463
229,1430.050
230,1405.859
231,1402.928
232,1384.600
233,1407.307
234,1393.393
235,1360.445
236,1336.255
237,1346.531
238,1367.755
239,1370.686
240,1362.635
241,1363.376
242,1361.893
243,1358.962
244,1357.514
245,1316.479
246,1311.358
247,1341.376
248,1317.962
249,1313.548
250,1313.548
251,1328.203
252,1329.651
253,1336.255
254,1332.582
255,1342.859
256,1323.083
257,1342.117
258,1348.721
259,1358.962
260,1335.513
261,1360.445
262,1341.376
263,1330.393
264,1376.549
265,1325.272
266,1370.686
267,1324.531
268,1375.101
269,1364.824
270,1327.462
271,1367.014
272,1353.841
273,1320.893
274,1349.463
275,1372.170
276,1350.169
277,1335.513
278,1347.979
279,1369.945
280,1369.945
281,1365.566
282,1361.893
283,1345.790
284,1325.272
285,1371.428
286,1358.256
287,1342.117
288,1336.255
289,1327.462
290,1324.531
291,1333.324
292,1339.186
293,1347.238
294,1305.496
295,1304.755
296,1346.531
297,1347.238
298,1342.859
299,1331.134
300,1315.031
301,1294.514
302,1301.824
303,1293.772
304,1323.824
305,1334.807
306,1315.737
307,1311.358
308,1310.617
309,1309.169
310,1309.875
311,1321.600
312,1310.617
313,1328.945
314,1309.169
315,1320.893
316,1331.134
317,1328.945
318,1300.376
319,1298.151
320,1318.669
321,1308.427
322,1313.548
323,1307.686
324,1325.272
325,1316.479
326,1317.962
327,1355.325
328,1382.411
329,1354.583
330,1403.670
331,1367.014
332,1414.653
333,1402.928
334,1393.393
335,1410.238
336,1467.412
337,1432.981
338,1489.377
339,1465.929
340,1509.153
341,1484.963
342,1520.136
343,1484.963
344,1508.412
345,1530.413
346,1506.964
347,1502.550
348,1539.912
349,1496.688
350,1540.654
