'sample interval','wrist_ppg'
'0.00390625 sec','mV'
0,1334.791
1,1334.050
2,1273.263
3,1258.602
4,1252.754
5,1251.272
6,1280.594
7,1220.508
8,1260.085
9,1213.918
10,1263.009
11,1220.508
12,1251.272
13,1267.415
14,1241.017
15,1278.370
16,1309.875
17,1274.005
18,1316.506
19,1347.970
20,1317.947
21,1335.533
22,1397.802
23,1411.722
24,1405.132
25,1405.874
26,1461.553
27,1429.307
28,1490.835
29,1458.629
30,1521.599
31,1484.987
32,1535.519
33,1504.013
34,1527.488
35,1558.993
36,1531.153
37,1566.282
38,1523.081
39,1525.264
40,1561.917
41,1527.488
42,1561.176
43,1506.237
44,1520.898
45,1547.256
46,1504.755
47,1538.484
48,1519.416
49,1486.469
50,1490.835
51,1518.675
52,1476.173
53,1504.013
54,1488.652
55,1473.249
56,1463.736
57,1487.169
58,1504.013
59,1504.755
60,1454.223
61,1484.987
62,1450.557
63,1500.348
64,1469.584
65,1458.629
66,1482.804
67,1485.728
68,1472.549
69,1445.410
70,1440.303
71,1478.397
72,1456.405
73,1441.744
74,1432.231
75,1430.048
76,1454.964
77,1444.709
78,1446.892
79,1453.481
80,1444.709
81,1451.999
82,1454.223
83,1457.147
84,1446.151
85,1438.820
86,1430.789
87,1475.473
88,1439.561
89,1458.629
90,1465.219
91,1432.972
92,1461.553
93,1454.223
94,1455.664
95,1470.325
96,1491.576
97,1449.816
98,1454.223
99,1479.139
100,1490.093
101,1469.584
102,1493.059
103,1502.572
104,1453.481
105,1497.424
106,1445.410
107,1468.143
108,1431.490
109,1472.549
110,1421.235
111,1462.995
112,1418.311
113,1414.646
114,1432.231
115,1389.030
116,1380.216
117,1413.904
118,1358.225
119,1386.806
120,1359.707
121,1351.635
122,1395.619
123,1363.372
124,1367.038
125,1384.623
126,1383.140
127,1405.132
128,1369.962
129,1374.368
130,1409.539
131,1380.216
132,1386.806
133,1389.030
134,1389.730
135,1396.319
136,1443.968
137,1421.976
138,1411.722
139,1440.303
140,1445.410
141,1430.789
142,1463.736
143,1411.722
144,1447.633
145,1405.874
146,1453.481
147,1397.060
148,1407.315
149,1388.288
150,1410.980
151,1371.444
152,1416.128
153,1362.631
154,1346.528
155,1339.939
156,1380.216
157,1360.448
158,1342.122
159,1310.617
160,1323.795
161,1356.042
162,1354.600
163,1339.198
164,1323.095
165,1323.095
166,1320.871
167,1321.613
168,1328.943
169,1343.604
170,1350.194
171,1337.015
172,1361.890
173,1399.984
174,1364.114
175,1360.448
176,1372.144
177,1361.890
178,1366.296
179,1368.520
180,1405.132
181,1410.980
182,1391.954
183,1391.954
184,1399.984
185,1397.060
186,1385.364
187,1383.882
188,1389.030
189,1392.695
190,1398.543
191,1388.288
192,1373.627
193,1371.444
194,1369.220
195,1369.962
196,1349.452
197,1339.939
198,1321.613
199,1307.693
200,1309.875
201,1317.947
202,1320.130
203,1311.358
204,1278.370
205,1306.210
206,1306.210
207,1297.438
208,1249.089
209,1291.590
210,1246.906
211,1241.017
212,1252.754
213,1258.602
214,1232.245
215,1235.910
216,1233.686
217,1260.826
218,1206.588
219,1246.165
220,1208.812
221,1213.918
222,1221.249
223,1194.150
224,1218.325
225,1169.976
226,1171.417
227,1210.994
228,1156.056
229,1180.972
230,1195.592
231,1153.132
232,1194.150
233,1210.253
234,1175.082
235,1187.561
236,1233.686
237,1191.926
238,1227.838
239,1252.754
240,1231.504
241,1275.446
242,1263.009
243,1271.781
244,1281.335
245,1301.103
246,1275.446
247,1323.795
248,1337.015
249,1314.282
250,1354.600
251,1312.099
252,1361.890
253,1376.551
254,1334.050
255,1389.730
256,1358.966
257,1388.288
258,1394.878
259,1428.566
260,1427.124
261,1438.079
262,1428.566
263,1422.718
264,1485.728
265,1464.477
266,1493.059
267,1477.656
268,1519.416
